Key,Source,Context,Changes,English,French,German,Klingon,Spanish
forge,blocks,Workstation,KgNone,"Печь",,,,
forgeDesc,blocks,Workstation,KgNone,"Используется для выплавки металлов и инструментов и оружия. Открой больше рецептов добавив наковальня, штангенциркуль или инструментальный набор.",,,,
workbench,blocks,Workstation,KgNone,"Верстак",,,,
workbenchDesc,blocks,Workstation,KgNone,"Верстак позволяет крафтить предметы как в рюкзаке.",,,,
alcoholPoisoning,buffs,Buff,KgNone,AÅKOÕOÅÓHOE OTPABÅEHÜE,Ébriété,Berauscht,,Embriaguez
alcoholPoisoningDesc,buffs,Buff,EnChanged KgNone,"Ý BAC AÅKOÕOÅÓHOE OTPABÅEHÜE. ÜMEET ØÅÜTEÅÓHOCTÓ Ù®®EKTA, HO BAM HE CTOÜT BOÅHOBATÓC¥ OÁ ÙTOM.","Vous êtes en état d'ébriété. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du hast eine Alkoholvergiftung. Dies hält vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Tienes una congestión alcohólica. Puede que solo sea durante un rato, pero no sabes cuánto durará."
alcoholPoisoningTooltip,buffs,Buff,KgNone,Ý BAC AÅKOÕOÅÓHOE OTPABÅEHÜE.,Vous êtes en état d'ébriété.,Du hast eine Alkoholvergiftung.,,Estás borracho.
arrowCriticalBleedout,buffs,Buff,KgNone,KPOBOTEÄEHÜE,Saignement,Bluten,,Sangrando
arrowCriticalBleedoutDesc,buffs,Buff,KgNone,"B¾ ÜCTEKAETE KPOBÓ¶. ÜCÚOÅÓÒÝÑTE ÁÜHT¾, ÄTOÁ¾ OCTAHOBÜTÓ KPOBOTEÄEHÜE.",Vous saignez abondamment. Utilisez un bandage pour arrêter l'hémorragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,Estás sangrando bastante. Usa un vendaje para detener la hemorragia.
arrowCriticalBleedoutTooltip,buffs,Buff,KgNone,"B¾ ÜCTEKAETE KPOBÓ¶. ÜCÚOÅÓÒÝÑTE ÁÜHT¾, ÄTOÁ¾ OCTAHOBÜTÓ KPOBOTEÄEHÜE.",Vous saignez abondamment. Utilisez un bandage pour arrêter l'hémorragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,Estás sangrando bastante. Usa un vendaje para detener la hemorragia.
BDKWarning,buffs,Buff,KeyTrunk FrNone GrNone KgNone SpNone,KPOBOÚOTEP¥,,,,
BDKWarningDesc,buffs,Buff,KeyTrunk FrNone GrNone KgNone SpNone,B¾ ÄÝBCTBÝETE CEÁ¥ CÅAÁ¾M ÜÒ-ÒA KPOBOÚOTEPÜ.,,,,
beerBuzz,buffs,Buff,EnChanged KgNone,ÚÜBHOÑ PAÆ,Boost à la bière,Bierrausch,,Cerveza Buzz
beerBuzzDesc,buffs,Buff,KgNone,"BAM XOPO½O. ÜMEET ØÅÜTEÅÓHOCTÓ Ù®®EKTA, HO BAM HE CTOÜT BOÅHOBATÓC¥ OÁ ÙTOM.","Une sensation agréable. Les effets ont une durée limitée, mais vous vous en moquez.","Ein kleiner Rausch. Dies hält vielleicht eine gewisse Zeit an, aber das ist dir egal.",,"Una deliciosa Buzz. Puede que solo sea durante un rato, pero te da igual."
beerBuzzTooltip,buffs,Buff,KgNone,BAM XOPO½O.,Une sensation agréable.,Ein kleiner Rausch.,,Una deliciosa Buzz.
bleedingOut,buffs,Buff,KgNone,KPOBOTEÄEHÜE,Hémorragie,Verbluten,,Hemorragia
bleedingOutDesc,buffs,Buff,KgNone,"B¾ ÜCTEKAETE KPOBÓ¶ Ü CKOPO ÝMPËTE. ÜCÚOÅÓÒÝÑTE ÁÜHT, MEØÜÇÜHCKÜÑ ÁÜHT ÜÅÜ AÚTEÄKÝ, ÄTOÁ¾ OCTAHOBÜTÓ KPOBOTEÄEHÜE.","Vous vous videz de votre sang et allez bientôt mourir. Utilisez un bandage, un bandage médical ou une trousse de premiers soins.","Du verblutest und wirst bald sterben. Stoppe die kritische Blutung mit einem Verband, Erste-Hilfe-Verband oder Verbandskasten.",,"Te estás desangrando y morirás pronto. Evita desangrarte usando vendajes, vendajes de primeros auxilios o botiquines de primeros auxilios."
bleedingOutTooltip,buffs,Buff,KgNone,"B¾ ÜCTEKAETE KPOBÓ¶. ÜCÚOÅÓÒÝÑTE ÁÜHT¾, ÄTOÁ¾ OCTAHOBÜTÓ KPOBOTEÄEHÜE.",Vous vous videz de votre sang. Utilisez un bandage pour arrêter l'hémorragie.,"Du verblutest. Benutze einen Verband, um die Blutung zu stoppen.",,Te estás desangrando. Usa un vendaje para detener la hemorragia.
blockBurnEffectDesc,buffs,Buff,KeyTrunk FrNone GrNone KgNone SpNone,ÕOP¥ÄO! HE CTOÑTE ÚPOCTO TAK ÒØECÓ!,,,,
blockBurnEffectName,buffs,Buff,KeyTrunk FrNone GrNone KgNone SpNone,ÕOP¥ÄO!,,,,
blockBurnEffectTooltip,buffs,Buff,KeyTrunk FrNone GrNone KgNone SpNone,ÕOP¥ÄO! ÕOP¥ÄO! ÕOP¥ÄO! HE CTOÑTE ÚPOCTO TAK ÒØECÓ!,,,,
brokenLeg,buffs,Buff,KgNone,ÚEPEÅOM HOÕÜ,Jambe cassée,Gebrochenes Bein,,Pierna fracturada
brokenLegDesc,buffs,Buff,KgNone,"Ý BAC CÅOMAHA HOÕA, ÜÒ-ÒA ÄEÕO B¾ ÒAMEØÅEH¾. ÄTOÁ¾ B¾ÅEÄÜTÓ EË, BAM HÝÆHO CØEÅATÓ Ü ÜCÚOÅÓÒOBATÓ ½ÜHÝ.",Votre jambe cassée vous ralentit. Vous devriez fabriquer une attelle et la poser.,Dein gebrochenes Bein macht dich langsamer. Du solltest eine Schiene fertigen und verwenden.,,Tu pierna fracturada te está ralentizando. Deberías fabricar y colocarte una tablilla.
brokenLegTooltip,buffs,Buff,KgNone,"Ý BAC CÅOMAHA HOÕA, BAM HÝÆHA ½ÜHA, ÄTOÁ¾ B¾ÅEÄÜTÓ EË Á¾CTPEE.",Votre jambe est cassée. Une attelle pourrait accélérer la guérison.,Dein Bein ist gebrochen. Mit einer Schiene könnte es schneller heilen.,,Tu pierna está fracturada. Una tablilla puede hacer que se cure más pronto.
burning,buffs,Buff,KgNone,ÕOPEHÜE,En feu,Brennen,,En llamas
burningDesc,buffs,Buff,KgNone,"B¾ ÕOPÜTE. OÁÅEÑTE CEÁ¥ BOØOÑ, ÄTOÁ¾ ÚOTÝ½ÜTÓ OÕOHÓ.",Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningSmall,buffs,Buff,KgNone,ÕOPEHÜE,En feu,Brennen,,En llamas
burningSmallDesc,buffs,Buff,KgNone,"B¾ ÕOPÜTE. OÁÅEÑTE CEÁ¥ BOØOÑ, ÄTOÁ¾ ÚOTÝ½ÜTÓ OÕOHÓ.",Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningSmallTooltip,buffs,Buff,KgNone,"B¾ ÕOPÜTE. OÁÅEÑTE CEÁ¥ BOØOÑ, ÄTOÁ¾ ÚOTÝ½ÜTÓ OÕOHÓ.",Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningTooltip,buffs,Buff,KgNone,"B¾ ÕOPÜTE. OÁÅEÑTE CEÁ¥ BOØOÑ, ÄTOÁ¾ ÚOTÝ½ÜTÓ OÕOHÓ.",Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
caffeineBuzz,buffs,Buff,KgNone,KO®EÑH¾Ñ PAÆ,Boost au café,Koffeinschub,,Cafeína Buzz
caffeineBuzzDesc,buffs,Buff,KgNone,"B TEÄEHÜE OÕPAHÜÄEHHOÕO BPEMEHÜ KO®E HE ØAËT BAM ÝCTATÓ Ü ÚOØHÜMAET TEMÚEPATÝPÝ TEÅA.","La caféine vous donne de l'énergie, avec une forte endurance et une température corporelle plus élevée pendant une durée limitée.","Koffein verleiht dir Energie, hält deine Ausdauer auf einem hohen Niveau und wärmt dich für begrenzte Zeit.",,"La cafeína te da energía, aumenta tu resistencia y te ayuda a conservar el calor por un rato."
caffeineBuzzTooltip,buffs,Buff,KgNone,"XOPO½ÜÑ ÚPÜÅÜB ÙHEPÕÜÜ, Ü BAM TEÚÅEE.",Un afflux d'énergie agréable qui vous réchauffe.,Ein schöner Energieschub und du fühlst dich gleich wärmer.,,Una buena dosis de energía y te entrarás en calor.
cannotBreathe,buffs,Buff,KgNone,HE MOÆETE Ø¾½ATÓ,Asphyxie,Atemnot,,No puedes respirar
cannotBreatheDesc,buffs,Buff,KgNone,B¾ HE MOÆETE Ø¾½ATÓ ÒØECÓ.,Vous n'arrivez pas à respirer.,Du kannst hier nicht atmen.,,No puedes respirar aquí.
cannotBreatheTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
cannotBreatheWrn,buffs,Buff,KgNone,HE MOÆETE Ø¾½ATÓ,Asphyxie,Atemnot,,No puedes respirar
cannotBreatheWrnDesc,buffs,Buff,KgNone,Ý BAC KOHÄAETC¥ BOÒØÝX.,Vous ne pouvez plus respirer.,Dir geht die Luft aus.,,Te estás quedando sin aire.
cannotBreatheWrnTooltip,buffs,Buff,KgNone,Ý BAC KOHÄAETC¥ BOÒØÝX!,Vous ne pouvez plus respirer !,Dir geht die Luft aus!,,¡Casi no te queda aire!
criticalBlunt,buffs,Buff,KgNone,TPABMA OT ÝØAPA TÝÚ¾M ÚPEØMETOM,Contusion,Stumpfes Trauma,,Traumatismo cerrado
criticalBluntDesc,buffs,Buff,KgNone,Ý BAC TPABMA OT ÝØAPA TÝÚ¾M ÚPEØMETOM.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.
criticalBluntTooltip,buffs,Buff,KgNone,Ý BAC TPABMA OT ÝØAPA TÝÚ¾M ÚPEØMETOM.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.
cured,buffs,Buff,KgNone,B¾ÅEÄEHH¾Ñ,Rémission,Geheilt,,Curado
curedDesc,buffs,Buff,KgNone,B¾ HEBOCÚPÜÜMÄÜB¾ K ÚOCÅEØÝ¶¼ÜM ÜH®EKÇÜ¥M.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.
curedTooltip,buffs,Buff,KgNone,B¾ HEBOCÚPÜÜMÄÜB¾ K ÚOCÅEØÝ¶¼ÜM ÜH®EKÇÜ¥M.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.
drowning,buffs,Buff,KgNone,ÝTOÚÅEHÜE,Noyade,Ertrinken,,Ahogándote
drowningDesc,buffs,Buff,KgNone,B¾ ÝTOÚAETE.,Vous vous noyez.,Du ertrinkst.,,Te estás ahogando.
drowningTooltip,buffs,Buff,KgNone,B¾ ÝTOÚAETE.,Vous vous noyez.,Du ertrinkst.,,Te estás ahogando.
drunk,buffs,Buff,KgNone,OÚÓ¥HEHÜE,Ivresse,Betrunken,,Borracho
drunkDesc,buffs,Buff,KgNone,B¾ ÚÓ¥H¾.,Vous êtes ivre.,Du bist betrunken.,,Estás borracho.
drunkTooltip,buffs,Buff,KgNone,"B¾ ÚÓ¥H¾. ÜMEET ØÅÜTEÅÓHOCTÓ Ù®®EKTA, HO BAM HE CTOÜT BOÅHOBATÓC¥ OÁ ÙTOM.","Vous êtes ivre. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du bist betrunken. Dies hält vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Estás borracho. Puede que solo sea durante un rato, pero no sabes cuánto durará."
dysentery,buffs,Buff,KgNone,ØÜÒEHTEPÜ¥ 1,Dysenterie 1,Dysenterie 1,,Disentería 1
dysentery2,buffs,Buff,KgNone,ØÜÒEHTEPÜ¥ 2,Dysenterie 2,Dysenterie 2,,Disentería 2
dysentery2Desc,buffs,Buff,KgNone,"BAC CÜÅÓHO TO½HÜT Ü Ý BAC KPOBAB¾Ñ ÚOHOC. ÜCÚOÅÓÒÝÑTE AHTÜÁÜOTÜKÜ, ÄTOÁ¾ B¾ÅEÄÜTÓ ÁOÅEÒHÓ.",Vous avez la nausée et souffrez d'une diarrhée sanglante. Utilisez des antibiotiques pour vous soigner.,"Dir ist übel und du hast blutigen Durchfall. Benutze Antibiotika, um die Krankheit zu heilen.",,Tienes náuseas y diarrea con sangre. Usa antibióticos para curar la enfermedad.
dysentery2Tooltip,buffs,Buff,KgNone,"BAC CÜÅÓHO TO½HÜT Ü Ý BAC KPOBAB¾Ñ ÚOHOC. ÜCÚOÅÓÒÝÑTE AHTÜÁÜOTÜKÜ, ÄTOÁ¾ B¾ÅEÄÜTÓ ÁOÅEÒHÓ.",Vous avez la nausée et souffrez d'une diarrhée sanglante. Utilisez des antibiotiques pour vous soigner.,"Dir ist übel und du hast blutigen Durchfall. Benutze Antibiotika, um die Krankheit zu heilen.",,Tienes náuseas y diarrea con sangre. Usa antibióticos para curar la enfermedad.
dysenteryDesc,buffs,Buff,KgNone,"B¾ ÄÝBCTBÝETE ÁOÅÜ B ÆÜBOTE, Ü Ý BAC ÚOHOC. ÄAÑ ÜÒ ÒOÅOTAPHÜKA MOÆET ÚOMOÄÓ BAM.",Vous avez envie de vomir et la diarrhée. Boire du thé de gerbe d'or pourrait vous aider.,Dir ist übel und du hast Durchfall. Goldrutentee könnte helfen.,,Te duele la barriga y tienes diarrea. El té de vara de oro puede ayudarte.
dysenteryTooltip,buffs,Buff,KgNone,"B¾ ÄÝBCTBÝETE ÁOÅÜ B ÆÜBOTE, Ü Ý BAC ÚOHOC. ÄAÑ ÜÒ ÒOÅOTAPHÜKA MOÆET ÚOMOÄÓ BAM.",Vous avez envie de vomir et la diarrhée. Boire du thé de gerbe d'or pourrait vous aider.,Dir ist übel und du hast Durchfall. Goldrutentee könnte helfen.,,Te duele la barriga y tienes diarrea. El té de vara de oro puede ayudarte.
firstAid,buffs,Buff,KgNone,ÚEPBA¥ ÚOMO¼Ó,Premiers soins,Erste Hilfe,,Primeros auxilios
firstAidDesc,buffs,Buff,KgNone,"B¾ ÜCÚOÅÓÒOBAÅÜ MEØÜÇÜHCKÜÑ ÁÜHT, Ü CEÑÄAC ÜCÇEÅ¥ETECÓ.",Vous avez utilisé un bandage médical et êtes en train de guérir.,Du hast einen Erste-Hilfe-Verband eingesetzt und wirst jetzt geheilt.,,Te colocaste un vendaje de primeros auxilios y te estás curando.
firstAidLarge,buffs,Buff,KgNone,ÚEPBA¥ ÚOMO¼Ó,Premiers soins,Erste Hilfe,,Primeros auxilios
firstAidLargeDesc,buffs,Buff,KgNone,B¾ ÜCÚOÅÓÒOBAÅÜ AÚTEÄKÝ Ü CEÑÄAC ÜCÇEÅ¥ETECÓ.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
firstAidLargeTooltip,buffs,Buff,KgNone,B¾ ÜCÚOÅÓÒOBAÅÜ AÚTEÄKÝ Ü CEÑÄAC ÜCÇEÅ¥ETECÓ.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
firstAidTooltip,buffs,Buff,KgNone,B¾ ÜCÚOÅÓÒOBAÅÜ AÚTEÄKÝ Ü CEÑÄAC ÜCÇEÅ¥ETECÓ.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
foodPoisoning,buffs,Buff,KgNone,ÚÜ¼EBOE OTPABÅEHÜE,Intoxication alimentaire,Lebensmittelvergiftung,,Intoxicación alimenticia
foodPoisoningDesc,buffs,Buff,KgNone,B¾ ÄÝBCTBÝETE PACCTPOÑCTBO Ý CEÁ¥ B ÆÜBOTE.,Vous avez la nausée.,Dir ist übel.,,Te duele la barriga.
foodPoisoningTooltip,buffs,Buff,KgNone,B¾ ÄÝBCTBÝETE PACCTPOÑCTBO Ý CEÁ¥ B ÆÜBOTE.,Vous avez la nausée.,Dir ist übel.,,Te duele la barriga.
freezing,buffs,Buff,KgNone,ÒAMEPÒAHÜE,Gel,Frieren,,Congelándote
freezingDesc,buffs,Buff,KgNone,"B¾ ÒAMEPÒAETE. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP. KOÕØA B¾ ÒAMËPÒÅÜ, B¾ ÁÝØETE CÆÜÕATÓ ÁOÅÓ½E KAÅOPÜÑ.","Vous gelez. Trouvez des vêtements, abritez-vous ou construisez un feu de camp. Lorsque vous gelez, vous brûlez plus de calories.","Du frierst. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Wenn du frierst, verbrennst du mehr Kalorien.",,"Te estás congelando. Busca ropa, encuentra un refugio o enciende una fogata. Quemas más calorías cuando te estás congelando."
freezingTooltip,buffs,Buff,KgNone,"B¾ ÒAMEPÒAETE. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP.","Vous gelez. Trouvez des vêtements, abritez-vous ou construisez un feu de camp.","Du frierst. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer.",,"Te estás congelando. Busca ropa, encuentra un refugio o enciende una fogata."
freshAir,buffs,Buff,KgNone,CBEÆÜÑ BOÒØÝX,Air frais,Frische Luft,,Aire fresco
freshAirDesc,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
freshAirTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
fullBuff,buffs,Buff,KgNone,ÜCÇEÅEHÜE,Guérison,Heilen,,Curándote
fullBuffDesc,buffs,Buff,KgNone,B¾ ØOCTATOÄHO C¾T¾ Ü ÚOTÜXOHÓKÝ ÜCÇEÅ¥ETECÓ.,Vous avez consommé suffisamment de nourriture pour guérir petit à petit.,"Du hast genug Nahrung zu dir genommen, um langsam zu heilen.",,Has consumido suficiente comida para curarte lentamente.
fullBuffTooltip,buffs,Buff,KgNone,B¾ ØOCTATOÄHO C¾T¾ Ü ÚOTÜXOHÓKÝ ÜCÇEÅ¥ETECÓ.,Vous avez consommé suffisamment de nourriture pour guérir petit à petit.,"Du hast genug Nahrung zu dir genommen, um langsam zu heilen.",,Has consumido suficiente comida para curarte lentamente.
hangover,buffs,Buff,KgNone,ÚOXMEÅÓE,Gueule de bois,Kater,,Crudo
hangoverDesc,buffs,Buff,KgNone,Ý BAC ÚOXMEÅÓE. Now you know for how long and you wish you didn't.,Vous avez la gueule de bois. Et malheureusement vous en connaissez la durée.,"Du hast einen Kater. Jetzt weißt du, wie lange es anhält, aber dir wäre lieber, wenn du es nicht wüsstest.",,Tienes resaca. Ahora sabes cuánto te va a durar y desearías no haberlo hecho.
hangoverTooltip,buffs,Buff,KgNone,Ý BAC ÚOXMEÅÓE.,Vous avez la gueule de bois.,Du hast einen Kater.,,Tienes resaca.
heat1,buffs,Buff,KgNone,TEÚÅOBOÑ ÝØAP 1,Coup de chaleur 1,Hitzschlag 1,,Insolación 1
heat1Desc,buffs,Buff,KgNone,"B¾ CTPAØAETE OT TEÚÅOBOÕO ÝØAPA 1 CTEÚEHÜ. B¾ ØOÅÆH¾ OTØOXHÝTÓ, HAÑTÜ BOØÝ ÜÅÜ ÝKP¾TÜE. CTPAØA¥ OT TEÚÅOBOÕO ÝØAPA, B¾ ÁÝØETE TEP¥TÓ BÅAÕÝ Á¾CTPEE.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden. Durch einen Hitzschlag dehydrierst du schneller.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio. Te deshidratas más rápido cuando tienes una insolación.
heat1Tooltip,buffs,Buff,KgNone,"B¾ CTPAØAETE OT TEÚÅOBOÕO ÝØAPA 1 CTEÚEHÜ. B¾ ØOÅÆH¾ OTØOXHÝTÓ, HAÑTÜ BOØÝ ÜÅÜ ÝKP¾TÜE.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio.
heat2,buffs,Buff,KgNone,TEÚÅOBOÑ ÝØAP 2,Coup de chaleur 2,Hitzschlag 2,,Insolación 2
heat2Desc,buffs,Buff,KgNone,"B¾ CTPAØAETE OT TEÚÅOBOÕO ÝØAPA 2 CTEÚEHÜ. B¾ ØOÅÆH¾ OTØOXHÝTÓ, HAÑTÜ BOØÝ ÜÅÜ ÝKP¾TÜE, ÜÅÜ B¾ ÝMPËTE. CTPAØA¥ OT TEÚÅOBOÕO ÝØAPA, B¾ ÁÝØETE TEP¥TÓ BÅAÕÝ Á¾CTPEE.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben. Durch einen Hitzschlag dehydrierst du schneller.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás. Te deshidratas más rápido cuando tienes una insolación."
heat2Tooltip,buffs,Buff,KgNone,"B¾ CTPAØAETE OT TEÚÅOBOÕO ÝØAPA 2 CTEÚEHÜ. B¾ ØOÅÆH¾ OTØOXHÝTÓ, HAÑTÜ BOØÝ ÜÅÜ ÝKP¾TÜE, ÜÅÜ B¾ ÝMPËTE.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás."
hungry,buffs,Buff,KgNone,ÕOÅOØ,Faim,Hungrig,,Hambriento
hungry2,buffs,Buff,KgNone,ÕOÅOØAHÜE,Famine,Verhungern,,Famélico
hungry2Desc,buffs,Buff,KgNone,B¾ ÕOÅOØAETE.,Vous mourrez de faim.,Du bist am Verhungern.,,Te estás muriendo de hambre.
hungry2Tooltip,buffs,Buff,KgNone,B¾ ÕOÅOØAETE.,Vous mourrez de faim.,Du bist am Verhungern.,,Te estás muriendo de hambre.
hungryDesc,buffs,Buff,KgNone,B¾ ÕOÅOØH¾.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.
hungryTooltip,buffs,Buff,KgNone,B¾ ÕOÅOØH¾.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.
hypo1,buffs,Buff,KgNone,ÕÜÚOTEPMÜ¥ 1 CTAØÜÜ,Hypothermie 1,Unterkühlung 1,,Hipotermia 1
hypo1Desc,buffs,Buff,KgNone,"B¾ CTPAØAETE OT ÕÜÚOTEPMÜÜ 1 CTEÚEHÜ. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP. CTPAØA¥ OT ÕÜÚOTEPMÜÜ, B¾ ÁÝØETE CÆÜÕATÓ ÁOÅÓ½E KAÅOPÜÑ.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata. Quemas más calorías cuando tienes hipotermia."
hypo1Tooltip,buffs,Buff,KgNone,"B¾ CTPAØAETE OT ÕÜÚOTEPMÜÜ 1 CTEÚEHÜ. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata."
hypo2,buffs,Buff,KgNone,ÕÜÚOTEPMÜ¥ 2 CTAØÜÜ,Hypothermie 2,Unterkühlung 2,,Hipotermia 2
hypo2Desc,buffs,Buff,KgNone,"B¾ CTPAØAETE OT ÕÜÚOTEPMÜÜ 2 CTEÚEHÜ. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP, ÜÅÜ B¾ CKOPO ÝMPËTE. CTPAØA¥ OT ÕÜÚOTEPMÜÜ, B¾ ÁÝØETE CÆÜÕATÓ ÁOÅÓ½E KAÅOPÜÑ.","Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements, un abri ou un feu de camp si vous ne voulez pas mourir très vite. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du wirst bald sterben. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto. Quemas más calorías cuando tienes hipotermia."
hypo2Tooltip,buffs,Buff,KgNone,"B¾ CTPAØAETE OT ÕÜÚOTEPMÜÜ 2 CTEÚEHÜ. HAÑØÜTE OØEÆØÝ, CØEÅAÑTE ÝKP¾TÜE ÜÅÜ PAÒBEØÜTE KOCTËP, ÜÅÜ B¾ CKOPO ÝMPËTE.","Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements, un abri ou un feu de camp si vous ne voulez pas mourir très vite.","Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du wirst bald sterben.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto."
hypo3,buffs,Buff,KgNone,ÕÜÚOTEPMÜ¥ 3 CTAØÜÜ,Hypothermie 3,Unterkühlung 3,,Hipotermia 3
