"Key","Source","Context","Changes","English"
"cntWeaponsBagLarge","blocks","Container","New","Сумка для оружия"
"cntWeaponsBagSmall","blocks","Container","New","Сумка для оружия"
"cntAmmoPileSmall","blocks","Container","New","Ammo Pile, Small"
"cntAmmoPileMedium","blocks","Container","New","Ammo Pile, Medium"
"cntAmmoPileLarge","blocks","Container","New","Ammo Pile, Large"
"cntAmmoPileGroupDesc","blocks","Container","New","Ammo pile that self-destructs after looting"
"cntWoodDesk01Closed","blocks","Container","KgNone","Деревянный стол"
"cntWoodDesk01Open","blocks","Container","New","Деревянный стол (открытый)"
"cntWoodDesk01RandomLootHelper","blocks","Container","New","= Wood Desk = Random Helper"
"cntWorkbenchBustedRandomLootHelper","blocks","Container","New","= Destroyed Workbench = Random Helper"
"cntWorkbenchBustedRandomLootHelperDesc","blocks","Container","New","Может создать верстак. С вероятность 10% он будет рабочим."
"cntWorkstationsBustedRandomLootHelper","blocks","Container","New","= Destroyed Workstation = Random Helper"
"cntWorkstationsBustedRandomLootHelperDesc","blocks","Container","New","Может создать:  кузница, верстак, химическая лаборатория, бетономешалка. С вероятность 10% будет рабочей."
"cntWorkstationsRandomLootHelper","blocks","Container","New","= Workstation = Random Helper"
"cntWorkstationsRandomLootHelperDesc","blocks","Container","New","Может создать рабочую:  кузница, верстак, химическая лаборатория, бетономешалка"
"cntYardRandomLootHelper","blocks","Container","New","= Yard Loot = Random Helper"
"cntStorageGenericDesc","blocks","Container","EnChanged","A very large lockable crate that can be painted with a paint brush. Press & hold [activate] to lock it or set a combination."
"paintingPictureRandomHelper","blocks","Container","New","= Painting = Random Helper"
"randomLootSpawnerDesc","blocks","Container","New","КРЕАТИВ: РАЗМЕСТИВ В СБОРКЕ, БУДЕТ СОЗДАВАТЬ СЛУЧАЙНЫЙ КОНТЕЙНЕР С ДОБЫЧЕЙ."
"refrigeratorGroupDesc","blocks","Container","KgNone","ЕСЛИ ЕДА БУДЕТ ПОСТОЯННО ПОРТИТЬСЯ, ТО БУДЕТ ХОРОШЕЙ ИДЕЕЙ ХРАНИТЬ ЕЁ ЗДЕСЬ."
"treasureChest","blocks","Container","KgNone","СУНДУК С СОКРОВИЩАМИ"
"treeRandomHelperGroupDesc","blocks","Container","New","Создаст соответствующее бСТАЦИОНАРу дерево при размещении."
"treeStump","blocks","Container","KgNone","Пень"
"autoTurret","blocks","Electricity","New","АВТОМАТИЧЕСКАЯ ТУРЕЛЬ"
"autoTurretDesc","blocks","Electricity","New","САМОНАВОДЯЩИЙСЯ ПУЛЕВЫПЛЁВЫВАЮЩИЙ ШЛАНГ. НЕТ, ПРАВДА, ЭТА ШТУКА ПРОСТО ПОЖИРАЕТ БОЕПРИПАСЫ."
"autoTurretSteelCased","blocks","Electricity","New","Стальная автоматическая турель"
"batterybank","blocks","Electricity","New","АККУМУЛЯТОРНЫЙ БЛОК"
"bladeTrap","blocks","Electricity","New","МЯСОРУБКА"
"bladeTrapDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ ИЗМЕЛЬЧЕНИЯ ЗОМБИ НА МНОЖЕСТВО КУСОЧКОВ. ПРОСТО ДОБАВЬТЕ ЗОМБИ И ПЕРЕМЕШАЙТЕ."
"ceilingLight01_player","blocks","Electricity","New","ПРОСТАЯ ЛАМПОЧКА"
"ceilingLight02_player","blocks","Electricity","New","ЛАМПА С СЕРЕБРЯНЫМ КОЛПАКОМ"
"ceilingLight07_player","blocks","Electricity","New","ЛАМПА ДНЕВНОГО СВЕТА"
"dartTrap","blocks","Electricity","New","ДРОТИКОМЁТ"
"dartTrapDesc","blocks","Electricity","New","ВЫПУСКАЕТ МЕТАЛЛИЧЕСКИЕ ДРОТИКИ, КОГДА ПОДКЛЮЧЁН К ЭЛЕКТРОСЕТИ."
"electricfencepost","blocks","Electricity","New","СТОЛБ ЭЛЕКТРИЧЕСКОЙ ИЗГОРОДИ"
"electricfencepostDesc","blocks","Electricity","New","СОЕДИНИТЕ ПРОВОДАМИ 2 ИЛИ БОЛЕЕ И ПОДЖАРЬТЕ ТОКОМ СВОИХ ВРАГОВ."
"electrictimerrelay","blocks","Electricity","New","ЭЛЕКТРИЧЕСКОЕ РЕЛЕ С ТАЙМЕРОМ"
"electrictimerrelayDesc","blocks","Electricity","New","ПРОВЕДИТЕ ПРОВОД ЧЕРЕЗ ОДНУ ИЗ НИХ, ЧТОБЫ ЗАПУСКАТЬ СОБЫТИЯ В ЗАВИСИМОСТИ ОТ ВРЕМЕНИ СУТОК."
"electricwirerelay","blocks","Electricity","New","ЭЛЕКТРИЧЕСКОЕ РЕЛЕ"
"electricwirerelayDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ СОЕДИНЕНИЯ И РАСШИРЕНИЯ ЭЛЕКТРОСЕТИ МЕЖДУ ЭЛЕКТРИЧЕСКИМИ КОМПОНЕНТАМИ."
"flamethrowerTrap","blocks","Electricity","New","Ловушка-огнемёт"
"flamethrowerTrapDesc","blocks","Electricity","New","Поджигает всё под струёй при подачи питания."
"generatorbank","blocks","Electricity","New","ГЕНЕРАТОР"
"industrialLight01_player","blocks","Electricity","New","Промышленное освещение"
"motionsensor","blocks","Electricity","New","ДАТЧИК ДВИЖЕНИЯ"
"motionsensorDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ ЗАПУСКА ЭЛЕКТРИЧСКИХ СОБЫТИЙ ПРИ ОБНАРУЖЕНИИ ДВИЖЕНИЯ."
"porchLight01_player","blocks","Electricity","New","СТАРЫЙ ВНЕШНИЙ ФОНАРЬ"
"powerSourceDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ ВЫРАБОТКИ ЭЛЕКТРОЭНЕРГИИ ДЛЯ ЭЛЕКТРИЧЕСКИХ КОМПОНЕНТОВ. ДОПОЛНИТЕЛЬНУЮ ИНФОРМАЦИЮ СМОТРИТЕ В ЖУРНАЛЕ СОВЕТОВ."
"pressureplate","blocks","Electricity","New","ПУСКОВАЯ ПЛАСТИНА 1х1"
"pressureplateDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ ЗАПУСКА ЭЛЕКТРИЧЕСКИХ СОБЫТИЙ ПРИ НАСТУПАНИИ НА НЕЁ."
"pressureplateLong","blocks","Electricity","New","ПУСКОВАЯ ПЛАСТИНА 1х5"
"shotgunTurret","blocks","Electricity","New","ТУРЕЛЬ С ДРОБОВИКОМ"
"shotgunTurretDesc","blocks","Electricity","New","САМОНАВОДЯЩАЯСЯ ТУРЕЛЬ С ДРОБОВИКОМ. ЧТО ТУТ ЕЩЁ МОЖНО СКАЗАТЬ?"
"solarbank","blocks","Electricity","New","СОЛНЕЧНАЯ БАТАРЕЯ"
"speaker","blocks","Electricity","New","ГРОМКОГОВОРИТЕЛЬ"
"speakerDesc","blocks","Electricity","New","ИЗДАЁТ ЗВУК СИРЕНЫ ПРИ ПОДКЛЮЧЕНИИ К ЭЛЕКТРОСЕТИ."
"switch","blocks","Electricity","New","РУБИЛЬНИК"
"switchDesc","blocks","Electricity","New","ИСПОЛЬЗУЕТСЯ ДЛЯ ЗАПУСКА ЭЛЕКТРИЧЕСКИХ СОБЫТИЙ ПРИ АКТИВАЦИИ."
"tripwirepost","blocks","Electricity","New","РАСТЯЖКА"
"tripwirepostDesc","blocks","Electricity","New","СОЕДИНИТЕ 2 ИЛИ БОЛЕЕ ПРОВОДАМИ ДЛЯ ЗАПУСКА ЭЛЕКТРИЧЕСКИХ СОБЫТИЙ."
"wallLight01_player","blocks","Electricity","New","АМБАРНЫЙ ВНЕШНИЙ ФОНАРЬ"
"mushroom01","blocks","Farming","EnChanged","ГРИБ 1 (СТАЦИОНАР)"
"mushroom01Desc","blocks","Farming","KgNone","ГРИБЫ МОЖНО СПОКОЙНО ЕСТЬ СЫРЫМИ, А ТАКЖЕ ИСПОЛЬЗОВАТЬ В НЕКОТОРЫХ РЕЦЕПТАХ ПРИ ГОТОВКЕ НА КОСТРЕ."
"mushroom02","blocks","Farming","EnChanged","ГРИБ 2 (СТАЦИОНАР)"
"mushroomSeed","blocks","Farming","New","СПОРЫ ГРИБА (СЕМЕНА)"
"plantedAloe1","blocks","Farming","New","СЕМЕНА АЛОЭ"
"plantedAloe1Desc","blocks","Farming","New","ПОСАДИТЕ СЕМЕНА АЛОЭ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ АЛОЭ."
"plantedAloe2","blocks","Farming","New","Алоэ (Растущее)"
"plantedAloe3Harvest","blocks","Farming","New","АЛОЭ (СОБИРАЕМОЕ)"
"plantedAloe3HarvestDesc","blocks","Farming","KgNone","АЛОЭ МОЖЕТ БЫТЬ ИСПОЛЬЗОВАНО ДЛЯ ПРИГОТОВЛЕНИЯ КРЕМА ИЗ АЛОЭ."
"plantedAloe3HarvestPlayerDesc","blocks","Farming","KgNone","Алоэ"
"plantedBlueberry1","blocks","Farming","New","СЕМЕНА ЧЕРНИКИ"
"plantedBlueberry1Desc","blocks","Farming","KgNone","ПОСАДИТЕ СЕМЕНА ЧЕРНИКИ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ КУСТ ЧЕРНИКИ."
"plantedBlueberry2","blocks","Farming","New","Черника (Растущее)"
"plantedBlueberry3Harvest","blocks","Farming","New","КУСТ ЧЕРНИКИ (СОБИРАЕМОЕ)"
"plantedBlueberry3HarvestDesc","blocks","Farming","EnChanged","Черника"
"plantedBlueberry3HarvestPlayerDesc","blocks","Farming","EnChanged","Черника"
"plantedChrysanthemum1","blocks","Farming","New","СЕМЕНА ХРИЗАНТЕМЫ"
"plantedChrysanthemum1Desc","blocks","Farming","New","ПОСАДИТЕ СЕМЕНА ХРИЗАНТЕМЫ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ХРИЗАНТЕМУ."
"plantedChrysanthemum2","blocks","Farming","New","Хризантема (Растущее)"
"plantedChrysanthemum3Harvest","blocks","Farming","New","ХРИЗАНТЕМА (СОБИРАЕМОЕ)"
"plantedChrysanthemum3HarvestDesc","blocks","Farming","KgNone","ХРИЗАНТЕМА МОЖЕТ БЫТЬ ИСПОЛЬЗОВАНА ДЛЯ ЗАВАРКИ ПРОХЛАДНОГО И ОСВЕЖАЮЩЕГО КРАСНОГО ЧАЯ."
"plantedChrysanthemum3HarvestPlayerDesc","blocks","Farming","KgNone","Хризантема"
"plantedCoffee1","blocks","Farming","New","СЕМЕНА КОФЕ"
"plantedCoffee1Desc","blocks","Farming","New","ПОСАДИТЕ СЕМЕНА В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ КОФЕЙНЫЙ КУСТ."
"plantedCoffee2","blocks","Farming","New","Кофе (Растущее)"
"plantedCoffee3Harvest","blocks","Farming","New","КОФЕЙНЫЙ КУСТ (СОБИРАЕМОЕ)"
"plantedCoffee3HarvestDesc","blocks","Farming","EnChanged","Кофейный куст"
"plantedCoffee3HarvestPlayerDesc","blocks","Farming","EnChanged","Кофейный куст"
"plantedCorn1","blocks","Farming","New","СЕМЕНА КУКУРУЗЫ"
"plantedCorn1Desc","blocks","Farming","KgNone","ПОСАДИТЕ СЕМЕНА КУКУРУЗЫ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ КУКУРУЗУ."
"plantedCorn2","blocks","Farming","New","ПОСАЖЕННАЯ КУКУРУЗА 2 (РАСТУЩЕЕ)"
"plantedCorn2Deco","blocks","Farming","New","Кукуруза 2 (СТАЦИОНАР)"
"plantedCorn2DecoDesc","blocks","Farming","EnChanged","Кукуруза"
"plantedCorn3Harvest","blocks","Farming","New","ПОСАЖЕННАЯ КУКУРУЗА 3 (СОБИРАЕМОЕ)"
"plantedCorn3HarvestDesc","blocks","Farming","EnChanged","Кукуруза"
"plantedCorn3HarvestPlayerDesc","blocks","Farming","EnChanged","Кукуруза"
"plantedCornDead","blocks","Farming","New","ЗАСОХШАЯ ПОСАЖЕННАЯ КУКУРУЗА"
"plantedCornDeadDesc","blocks","Farming","New","Засохшая кукуруза"
"plantedCotton1","blocks","Farming","New","СЕМЕНА ХЛОПКА"
"plantedCotton1Desc","blocks","Farming","KgNone","СЕМЕНА ХЛОПКА МОГУТ БЫТЬ ПОСАЖЕНЫ В ПЛОДОРОДНУЮ ПОЧВУ ДЛЯ ВЫРАЩИВАНИЯ ХЛОПКА."
"plantedCotton2","blocks","Farming","New","Хлопок (Растущее)"
"plantedCotton3Harvest","blocks","Farming","New","ХЛОПОК (СОБИРАЕМОЕ)"
"plantedCotton3HarvestDesc","blocks","Farming","KgNone","ХЛОПОК ИСПОЛЬЗУЕТСЯ ДЛЯ ИЗГОТОВЛЕНИЯ ТКАНИ И ДРУГИХ ПРЕДМЕТОВ. ЕСЛИ ВЫ СДЕЛАЕТЕ СЕМЕНА ИЗ НЕГО, ТО СМОЖЕТЕ ПОСАДИТЬ ИХ."
"plantedCotton3HarvestPlayerDesc","blocks","Farming","KgNone","Хлопок"
"plantedGoldenrod1","blocks","Farming","New","СЕМЕНА ЗОЛОТАРНИКА"
"plantedGoldenrod1Desc","blocks","Farming","KgNone","ПОСАДИТЕ ЭТИ СЕМЕНА В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ЗОЛОТАРНИК, КОТОРЫЙ ПОСЛЕ СБОРА МОЖНО ИСПОЛЬЗОВАТЬ В ИЗГОТОВЛЕНИИ ЧАЯ."
"plantedGoldenrod2","blocks","Farming","New","Золотарник (Растущее)"
"plantedGoldenrod3Harvest","blocks","Farming","New","ЗОЛОТАРНИК (СОБИРАЕМОЕ)"
"plantedGoldenrod3HarvestDesc","blocks","Farming","KgNone","ЗОЛОТАРНИК МОЖЕТ БЫТЬ ИСПОЛЬЗОВАН ДЛЯ ПРИГОТОВЛЕНИЯ ЧАЯ ИЗ ЗОЛОТАРНИКА НА КОСТРЕ."
"plantedGoldenrod3HarvestPlayerDesc","blocks","Farming","KgNone","Золотарник"
"plantedGraceCorn1","blocks","Farming","New","Супер-кукуруза (Семена)"
"plantedGraceCorn2","blocks","Farming","New","Супер-кукуруза (Растущее)"
"plantedGraceCorn3Harvest","blocks","Farming","New","Супер-кукуруза 3 (СТАЦИОНАР)"
"plantedGraceCorn3HarvestDesc","blocks","Farming","New","Супер-кукуруза"
"plantedGraceCorn3HarvestPlayerDesc","blocks","Farming","New","Супер-кукуруза"
"plantedHop1","blocks","Farming","New","СЕМЕНА ХМЕЛЯ"
"plantedHop1Desc","blocks","Farming","New","ПОСАДИТЕ СЕМЕНА ХМЕЛЯ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ХМЕЛЬ."
"plantedHop2","blocks","Farming","New","Хмель (Растущее)"
"plantedHop3Harvest","blocks","Farming","New","ХМЕЛЬ (СОБИРАЕМОЕ)"
"plantedHop3HarvestDesc","blocks","Farming","New","Хмель"
"plantedHop3HarvestPlayerDesc","blocks","Farming","New","Хмель"
"plantedMushroom1","blocks","Farming","New","СПОРЫ ГРИБА (СЕМЕНА)"
"plantedMushroom1Desc","blocks","Farming","New","СПОРЫ ГРИБОВ МОЖНО МОГУТЬ БЫТЬ ПОСАЖЕНЫ В МИНИМАЛЬНО ПЛОДОРОДНУЮ ПОЧВУ И БУДУТ РАСТИ БЕЗ СВЕТА."
"plantedMushroom2","blocks","Farming","New","Грибы (Растущее)"
"plantedMushroom3Harvest","blocks","Farming","New","Грибы 3 (СТАЦИОНАР)"
"plantedMushroom3HarvestDesc","blocks","Farming","New","Грибы"
"plantedMushroom3HarvestPlayerDesc","blocks","Farming","New","Грибы"
"plantedPotato1","blocks","Farming","New","СЕМЕНА КАРТОФЕЛЯ"
"plantedPotato1Desc","blocks","Farming","KgNone","ПОСАДИТЕ КЛУБНИ КАРТОФЕЛЯ - СЕМЕНА С ТОЧКИ ЗРЕНИЯ ОБЫВАТЕЛЯ - В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ КАРТОФЕЛЬ."
"plantedPotato2","blocks","Farming","New","Картофель (Растущее)"
"plantedPotato3Harvest","blocks","Farming","New","КАРТОФЕЛЬ (СОБИРАЕМОЕ)"
"plantedPotato3HarvestDesc","blocks","Farming","KgNone","Картофель"
"plantedPotato3HarvestPlayerDesc","blocks","Farming","KgNone","Картофель"
"plantedSnowberry1","blocks","Farming","New","Снежноягодник (Семена)"
"plantedSnowberry2","blocks","Farming","New","Снежноягодник (Растущее)"
"plantedSnowberry3Harvest","blocks","Farming","New","Снежноягодник 3 (СТАЦИОНАР)"
"plantedSnowberry3HarvestDesc","blocks","Farming","New","Снежноягодник"
"plantedSnowberry3HarvestPlayerDesc","blocks","Farming","New","Снежноягодник"
"plantedYucca1","blocks","Farming","New","СЕМЕНА ЮККИ"
"plantedYucca1Desc","blocks","Farming","New","ПОСАДИТЕ СЕМЕНА ЮККИ В ПЛОДОРОДНУЮ ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ЮККУ."
"plantedYucca2","blocks","Farming","New","Юкка (Растущее)"
"plantedYucca3Harvest","blocks","Farming","New","ЮККА (СОБИРАЕМОЕ)"
"plantedYucca3HarvestDesc","blocks","Farming","KgNone","ЮККА МОЖЕТ БЫТЬ ИСПОЛЬЗОВАНО ДЛЯ ИЗГОТОВЛЕНИЯ СОКА ИЗ ЮККИ."
"plantedYucca3HarvestPlayerDesc","blocks","Farming","KgNone","Юкка"
"snowberry3Harvest","blocks","Farming","New","КУСТ СНЕЖНОЯГОДНИКА (СОБИРАЕМОЕ)"
"snowberry3HarvestDesc","blocks","Farming","New","Снежноягодник"
"treePlantedMaple1mDesc","blocks","Farming","EnChanged KgNone","ПОСАДИТЕ ЭТИ СЕМЕНА В ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ДЕРЕВО. ОНИ МОГУТ РАСТИ В ПУСТЫНЕ, НО ПРЕДПОЧИТАЮТ БОЛЕЕ ПЛОДОРОДНУЮ ЗЕМЛЮ."
"treePlantedMountainPine1mDesc","blocks","Farming","EnChanged KgNone","ПОСАДИТЕ ЭТИ СЕМЕНА В ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ДЕРЕВО. ОНИ МОГУТ РАСТИ В ПУСТЫНЕ, НО ПРЕДПОЧИТАЮТ БОЛЕЕ ПЛОДОРОДНУЮ ЗЕМЛЮ."
"treePlantedWinterPine1mDesc","blocks","Farming","EnChanged KgNone","ПОСАДИТЕ ЭТИ СЕМЕНА В ПОЧВУ, ЧТОБЫ ВЫРАСТИТЬ ДЕРЕВО. ОНИ МОГУТ РАСТИ В ПУСТЫНЕ, НО ПРЕДПОЧИТАЮТ БОЛЕЕ ПЛОДОРОДНУЮ ЗЕМЛЮ."
"qstFuseBox","blocks","Quest","New","Блок предохранителей"
"qstFuseBoxDesc","blocks","Quest","New","Это целевой блок для заданий по ремонту/активации."
"blockcommand_close","blocks","Radial","New","ЗАКРЫТЬ"
"blockcommand_edit","blocks","Radial","New","ИЗМЕНИТЬ"
"blockcommand_keypad","blocks","Radial","New","ВВЕСТИ КОД"
"blockcommand_light","blocks","Radial","New","ВКЛ./ВЫКЛ."
"blockcommand_lock","blocks","Radial","New","ЗАПЕРЕТЬ"
"blockcommand_open","blocks","Radial","New","ОТКРЫТЬ"
"blockcommand_options","blocks","Radial","New","НАСТРОЙКИ"
"blockcommand_owner","blocks","Radial","New","??"
"blockcommand_pickup","blocks","Radial","New","ВЗЯТЬ"
"blockcommand_Search","blocks","Radial","New","ОБЫСКАТЬ"
"blockcommand_take","blocks","Radial","New","ВЗЯТЬ"
"blockcommand_trade","blocks","Radial","New","ТОРГОВАТЬ"
"blockcommand_unlock","blocks","Radial","New","ОТПЕРЕТЬ"
"playerSignWood1x1","blocks","Sign","New","ДЕРЕВЯННАЯ ТАБЛИЧКА 1х1М"
"playerSignWood1x3","blocks","Sign","New","ДЕРЕВЯННАЯ ТАБЛИЧКА 3х1М"
"playerSignWood2x5","blocks","Sign","New","ДЕРЕВЯННАЯ ТАБЛИЧКА 5х2М"
"signCampFish","blocks","Sign","KgNone","КЕМПИНГ & РЫБАЛКА"
"signCamping","blocks","Sign","KgNone","КЕМПИНГ"
"signInfoCenter","blocks","Sign","KgNone","ИНФОРМАЦИОННЫЙ ЦЕНТР"
"signNationalPark","blocks","Sign","KgNone","Национальный парк «Навезган»"
"signNoHazardousWaste","blocks","Sign","KgNone","НЕТ ОПАСНЫХ ОТХОДОВ"
"signRoadPrivate","blocks","Sign","KgNone","ЧАСТНАЯ СОБСТВЕННОСТЬ"
"signRoadRoughSurface","blocks","Sign","KgNone","НЕРОВНАЯ ПОВЕРХНОСТЬ"
"signRoadSlow","blocks","Sign","KgNone","СНИЖЕНИЕ СКОРОСТИ"
"signRoadSpeed25","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 25"
"signRoadSpeed25noTrucks","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 25 (ГРУЗОВИКАМ ЗАПРЕЩЕНО)"
"signRoadSpeed35","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 35"
"signRoadSpeed45","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 45"
"signRoadSpeed55","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 55"
"signRoadSpeed65","blocks","Sign","KgNone","ОГРАНИЧЕНИЕ СКОРОСТИ 65"
"signRoadStop","blocks","Sign","KgNone","СТОП"
"signRoadStop4way","blocks","Sign","KgNone","ЗАПРЕТ ДВИЖЕНИЯ"
"signRoadWork","blocks","Sign","KgNone","ВПЕРЕДИ ДОРОЖНЫЕ РАБОТЫ"
"signSchoolZone","blocks","Sign","KgNone","ШКОЛЬНАЯ ЗОНА"
"signShopBookStore","blocks","Sign","KgNone","ВЫВЕСКА КНИЖНОГО МАГАЗИНА"
"signShopBookStoreLarge","blocks","Sign","KgNone","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (БОЛЬШАЯ)"
"signShopBookStoreLargeLit","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (БОЛЬШАЯ ОСВЕЩАЕМАЯ)"
"signShopBookStoreLargeWall","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ)"
"signShopBookStoreLargeWallLit","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopBookStoreLit","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (ОСВЕЩАЕМАЯ)"
"signShopBookStoreWall","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (НАСТЕННАЯ)"
"signShopBookStoreWallLit","blocks","Sign","GrChanged","ВЫВЕСКА КНИЖНОГО МАГАЗИНА (НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopColdBeer","blocks","Sign","EnChanged KgNone","ВЫВЕСКА «ХОЛОДНОЕ ПИВО»"
"signShopGas","blocks","Sign","KgNone","ВЫВЕСКА ЗАПРАВКИ"
"signShopGasLarge","blocks","Sign","KgNone","ВЫВЕСКА ЗАПРАВКИ (БОЛЬШАЯ)"
"signShopGasLargeLit","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (БОЛЬШАЯ ОСВЕЩАЕМАЯ)"
"signShopGasLargeWall","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (БОЛЬШАЯ НАСТЕННАЯ)"
"signShopGasLargeWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (БОЛЬШАЯ НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopGasLit","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (ОСВЕЩАЕМАЯ)"
"signShopGasWall","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (НАСТЕННАЯ)"
"signShopGasWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ЗАПРАВКИ (НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopGrocery","blocks","Sign","KgNone","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА"
"signShopGroceryLarge","blocks","Sign","KgNone","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (БОЛЬШАЯ)"
"signShopGroceryLargeLit","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (БОЛЬШАЯ ОСВЕЩАЕМАЯ)"
"signShopGroceryLargeWall","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ)"
"signShopGroceryLargeWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopGroceryLit","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (ОСВЕЩАЕМАЯ)"
"signShopGroceryWall","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (НАСТЕННАЯ)"
"signShopGroceryWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ПРОДУКТОВОГО МАГАЗИНА (НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopGunStore","blocks","Sign","KgNone","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА"
"signShopGunStoreLarge","blocks","Sign","KgNone","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (БОЛЬШАЯ)"
"signShopGunStoreLargeLit","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (БОЛЬШАЯ ОСВЕЩАЕМАЯ)"
"signShopGunStoreLargeWall","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ)"
"signShopGunStoreLargeWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (БОЛЬШАЯ НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopGunStoreLit","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (ОСВЕЩАЕМАЯ)"
"signShopGunStoreWall","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (НАСТЕННАЯ)"
"signShopGunStoreWallLit","blocks","Sign","GrChanged","ВЫВЕСКА ОРУЖЕЙНОГО МАГАЗИНА (НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
"signShopOpen","blocks","Sign","New","ВЫВЕСКА МАГАЗИНА: ОТКРЫТО"
"signShopPharmacy","blocks","Sign","KgNone","ВЫВЕСКА АПТЕКИ"
"signShopPharmacyLarge","blocks","Sign","KgNone","ВЫВЕСКА АПТЕКИ (БОЛЬШАЯ)"
"signShopPharmacyLargeLit","blocks","Sign","GrChanged","ВЫВЕСКА АПТЕКИ (БОЛЬШАЯ ОСВЕЩАЕМАЯ)"
"signShopPharmacyLargeWall","blocks","Sign","GrChanged","ВЫВЕСКА АПТЕКИ (БОЛЬШАЯ НАСТЕННАЯ)"
"signShopPharmacyLargeWallLit","blocks","Sign","GrChanged","ВЫВЕСКА АПТЕКИ (БОЛЬШАЯ НАСТЕННАЯ ОСВЕЩАЕМАЯ)"
