"Key","Source","Context","Changes","English","French","German","Klingon","Spanish"
"batteryBankTip_title","","Popup Tip","","Battery Bank",,,,
"bedrollTip","","Popup Tip","EnChanged","ПОСЛЕ РАЗМЕЩЕНИЯ СПАЛЬНОГО МЕШКА ВЫ УВИДЕТЕ ИКОНКУ КРОВАТИ НА КОМПАСЕ И КАРТЕ. ЭТО ПОМОЖЕТ ВАМ НЕ ЗАБЛУДИТЬСЯ ПО ДОРОГЕ ДОМОЙ И БУДЕТ В КАЧЕСТВЕ ТОЧКИ ВОЗРОЖДЕНИЯ В СЛУЧАЕ СМЕРТИ. ВЫ МОЖЕТЕ ИМЕТЬ ТОЛЬКО ОДИН АКТИВНЫЙ СПАЛЬНЫЙ МЕШОК, ПОЭТОМУ ПОСЛЕДНИЙ Р",,,,
"bedrollTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","СПАЛЬНЫЙ МЕШОК",,,,
"cameraTip","","Popup Tip","","If you have an aim-able electrical item such as an auto-turret, motion sensor or spotlight you can set its default aim by opening it, clicking into the camera preview area, holding down your primary action and aiming to the desired position. After this is",,,,
"cameraTip_title","","Popup Tip","","Camera",,,,
"campfireTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КОСТРЫ ИСПОЛЬЗУЮТСЯ ДЛЯ ОБОГРЕВА, ПРИГОТОВЛЕНИЯ ПИЩИ, ОЧИСТКЕ ВОДЫ И ДЛЯ ХИМИИ. ВЫ ДОЛЖНЫ ПОМЕСТИТЬ ДРЕВЕСИНУ ИЛИ ГОРЯЩИЕ ОБЪЕКТЫ В СЛОТЫ «ТОПЛИВО», ЧТОБЫ ИСПОЛЬЗОВАТЬ ЕГО. ИЗГОТАВЛИВАЙТЕ БОЛЬШЕ РЕЦЕПТОВ В КОСТРЕ, ДОБАВИВ КАСТРЮЛЮ, ГРИЛЬ ИЛИ МЕНЗУРКУ В",,,,
"campfireTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КОСТРЫ",,,,
"cementMixerTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","БЕТОНОМЕШАЛКА МОЖЕТ ИЗГОТАВЛИВАТЬ БЕТОН И АСФАЛЬТ, С ПОМОЩЬЮ КОТОРЫХ МОЖНО УСИЛИТЬ ОСНОВАНИЕ СТЕН, А ТАКЖЕ МОЖЕТ ИЗМЕЛЧАТЬ КАМНИ ДО ПЕСКА. РАБОЧИЕ СТАНЦИИ МОГУТ БЫТЬ РАЗОБРАНЫ С ПОМОЩЬЮ РАЗВОДНОГО КЛЮЧА И ПЕРЕМЕЩЕНЫ В ДРУГОЕ МЕСТО.",,,,
"cementMixerTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","БЕТОНОМЕШАЛКА",,,,
"chemistryStationTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ЛАБОРАТОРИЯ ПОЗВОЛЯЕТ ВАМ ИЗГОТАВЛИВАТЬ ДОПОЛНИТЕЛЬНЫЕ ХИМИЧЕСКИЕ ВЕЩЕСТВА, ЖИДКОСТИ И СОЕДИНЕНИЯ. А НЕКОТОРЫЕ РЕЦЕПТЫ, ДОСТУПНЫЕ В КОСТРЕ, В ЛАБОРАТОРИИ ТРЕБУЮТ МЕНЬШЕ РЕСУРСОВ. РАБОЧИЕ СТАНЦИИ МОГУТ БЫТЬ РАЗОБРАНЫ С ПОМОЩЬЮ РАЗВОДНОГО КЛЮЧА И ПЕРЕМЕЩ",,,,
"chemistryStationTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ЛАБОРАТОРИЯ",,,,
"coldWeatherTip","","Popup Tip","EnChanged","ЕСЛИ ВАМ ХОЛОДНО, ВЫ МОЖЕТЕ НАДЕТЬ БОЛЬШЕ ОДЕЖДЫ ИЛИ НОСИТЬ ПРЕДМЕТЫ ТОЛЬКО С ПОЛОЖИТЕЛЬНЫМИ ЗНАЧНИЯМИ УТЕПЛЕНИЯ, ТАКИЕ КАК ПУХОВИК. ВСЯ ОДЕЖДА ИМЕЕТ ПОЛОЖИТЕЛЬНЫЕ И ОТРИЦАТЕЛЬНЫЕ ЗНАЧЕНИЯ УТЕПЛЕНИЯ, КОТОРЫЕ ВЫ МОЖЕТЕ УВИДЕТЬ, ИЗУЧИВ ПРЕДМЕТ. ВЫ ТАКЖЕ ",,,,
"coldWeatherTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ХОЛОДНАЯ ПОГОДА",,,,
"encumbranceTip","","Popup Tip","New","Encumbrance",,,,
"encumbranceTip_title","","Popup Tip","New","If too many slots in your inventory are filled then you will be encumbered. Only the total number matters.\n\nThe Pack Mule perk as well as buffs or items can increase the number of unlocked slots.",,,,
"farmingTip","","Popup Tip","EnChanged","ДЕРЖА В РУКАХ МОТЫГУ, НАЖМИТЕ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ, ЧТОБЫ ВСПАХАТЬ ЗЕМЛЮ. ПОСЛЕ ЭТОГО МОЖНО САЖАТЬ СЕМЕНА, ВЗЯВ ИХ В РУКИ И ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ. УДОБРИТЕ ВСПАХАННУЮ ЗЕМЛЮ ПРИ ПОМОЩИ МОТЫГИ И УДОБРЕНИЯ, ЧТОБЫ СДЕЛАТЬ ЗЕМЛЮ ПЛОДО",,,,
"farmingTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","СЕЛЬСКОЕ ХОЗЯЙСТВО",,,,
"firstAidTip","","Popup Tip","EnChanged","ДЛЯ ЛЕЧЕНИЯ ИЛИ ОСТАНОВКИ КРОВОТЕЧЕНИЯ ИСПОЛЬЗУЮТСЯ БИНТЫ, МЕДИЦИНСКИЕ БИНТЫ ИЛИ ПАКЕТЫ КРОВИ ПУТЁМ НАЖАНИЯ КЛАВИШИ ОСНОВНОГО ДЕЙСТВИЯ. ЛЕЧИТЕ ДРУГИХ, ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ.",,,,
"firstAidTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ПЕРВАЯ ПОМОЩЬ",,,,
"forgeTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КУЗНИЦЫ ИСПОЛЬЗУЮТСЯ ДЛЯ ПЛАВКИ МЕТАЛЛОВ И РЕСУРСОВ, ИСПОЛЬЗУЕМЫХ ДЛЯ БОЛЬШИНСТВА РЕЦЕПТОВ. РЕЦЕПТЫ МОГУТ БЫТЬ ИЗГОТОВЛЕНЫ ТОЛЬКО В КУЗНИЦЕ ИЗ ПЕРЕПЛАВЛЕННЫХ РЕСУРСОВ, А НЕ ИЗ ВАШЕГО ИНВЕНТАРЯ. ОТКРОЙТЕ БОЛЬШЁ РЕЦЕПТОВ, ДОБАВИВ НАКОВАЛЬНЮ, ШТАНГЕНЦИРКУ",,,,
"forgeTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КУЗНИЦЫ",,,,
"generatorBankTip","","Popup Tip","","The Generator Bank allows you to power your electrical components. It requires at least one small engine, expandable up to six. The maximum energy output is determined by the number of small engines installed and their quality. The generator bank uses gas",,,,
"generatorBankTip_title","","Popup Tip","","Generator Bank",,,,
"gunAssemblyTip","","Popup Tip","EnChanged","ДЛЯ СБОРКИ ОРУЖИЯ ИЛИ МОТОРИЗОВАННЫХ ИНСТРУМЕНТОВ ВЫ ДОЛЖНЫ ИМЕТЬ ВСЕ ЧАСТИ В ИНВЕНТАРЕ И ИЗУЧЕННЫЙ РЕЦЕПТ. СОБРАТЬ ИХ МОЖНО, ВЫБРАВ ЧАСТЬ В ИНВЕНТАРЕ И НАЖАВ НА КНОПКУ «СОБРАТЬ». ЭТИ РЕЦЕПТЫ НЕ БУДУТ ОТОБРАЖАТЬСЯ В МЕНЮ «РЕМЕСЛО».",,,,
"gunAssemblyTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","СБОРКА ОРУЖИЯ",,,,
"harvestTip","","Popup Tip","EnChanged","ИСПОЛЬЗУЙТЕ ЗАТОЧКУ ИЗ КОСТИ ИЛИ ХОЛОДНОЕ ОРУЖИЕ ДЛЯ СНЯТИЯ ШКУРЫ С ЖИВОТНОГО И ПОЛУЧЕНИЯ ДРУГИХ РЕСУРСОВ. ТАКИМ ЖЕ СПОСОБОМ С ПОМОЩЬЮ РАЗВОДНОГО КЛЮЧА МОЖНО РАЗБИРАТЬ МАШИНЫ ИЛИ МЕХАНИЧЕСКИЕ ПРЕДМЕТЫ. ДЛЯ ТОГО, ЧТОБЫ ДОБЫВАТЬ БОЛЬШЕ РЕСУРСОВ, ИСПОЛЬЗУ",,,,
"harvestTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ДОБЫЧА РЕСУРСОВ",,,,
"hotWeatherTip","","Popup Tip","EnChanged","ЕСЛИ ВЫ ПЕРЕГРЕЛИСЬ, ТО МОЖЕТЕ РАЗДЕТЬСЯ ИЛИ НОСИТЬ ПРЕДМЕТЫ ТОЛЬКО С ОТРИЦАТЕЛЬНЫМИ ЗНАЧЕНИЯМИ УТЕПЛЕНИЯ, ТАКИЕ КАК, ШЛЯПУ ИЗ ВОЛОКОН ИЛИ БАНДАНУ. ВСЯ ОДЕЖДА ИМЕЕТ ПОЛОЖИТЕЛЬНЫЕ И ОТРИЦАТЕЛЬНЫЕ ЗНАЧЕНИЯ УТЕПЛЕНИЯ, КОТОРЫЕ ВЫ МОЖЕТЕ УВИДЕТЬ, ИЗУЧИВ ПРЕ",,,,
"hotWeatherTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ЖАРКАЯ ПОГОДА",,,,
"landClaimTip","","Popup Tip","","A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. You can pick up and move electrical components and work stations inside your claim. Electrical It",,,,
"landClaimTip_title","","Popup Tip","","Land Claim",,,,
"meleeToolWireToolTip","","Popup Tip","","Use a wiring tool to connect electrical components. The first component you attach the wire to will be the parent component. Focus on any electrical component and use the secondary action to add a wire to that component and once again to complete the conn",,,,
"meleeToolWireToolTip_title","","Popup Tip","","Wire Tool",,,,
"miningTip","","Popup Tip","","ВО ВСЕХ БИОМАХ ЕСТЬ ЖЕЛЕЗНАЯ РУДА И С НЕБОЛЬШИМ ШАНСОМ ОСТАЛЬНЫЕ РУДЫ. КАЖДЫЙ БИОМ ИМЕЕТ ПРЕОБЛАДАЮЩУЮ РУДУ, КОТОРУЮ МОЖНО УВИДЕТЬ НЕБОЛЬШИМИ КУЧКАМИ НА ПОВЕРХНОСТИ, ЧТО ОЗНАЧАЕТ, ЧТО ЭТОЙ РУДЫ МНОГО ОКОЛО КОРЕННОЙ ПОРОДЫ. ОСОБЫЕ РУДЫ СОГЛАСНО БИОМУ: Н",,,,
"miningTip_title","","Popup Tip","","ГОРНОЕ ДЕЛО",,,,
"onFireTip","","Popup Tip","New","Some weapons, zombies, or parts of the environment can set you on fire. To extinguish that fire you can jump into water, submerging yourself, or 'drink' an item like a water jar. Drinking water will also prevent being set on fire for 10 seconds.",,,,
"onFireTip_title","","Popup Tip","New","On Fire",,,,
"paintingTip","","Popup Tip","","Use a paint brush and paint to give your base a custom look. Focus on any paint-able block and use the secondary action to paint a surface and the primary action to erase the paint from a surface. Hold the reload key to see additional painting features an",,,,
"paintingTip_title","","Popup Tip","","Painting",,,,
"passthroughTriggeringTip","","Popup Tip","","Any combination of trigger plates, motion sensors, and trip wires will use Passthrough Triggering. This activates all directly connected trigger components when the Parent is triggered. An example usage of this is surrounding your base with a network of t",,,,
"passthroughTriggeringTip_title","","Popup Tip","","Passthrough Triggering",,,,
"questTip","","Popup Tip","","Traders can be found in the world at White River Settlements marked by a Flag and a Traitor Joel’s sign. Items can be bought and sold with Duke Coins. You can see your total cash in the upper corner of your inventory. Traders will restock items periodical",,,,
"questTip_title","","Popup Tip","","Quests",,,,
"powerAttackTip","","Popup Tip","","Use the primary action to attack enemies and damage structures. Use the secondary action to perform a power attack which does more damage but costs more stamina. Power attacks do not work with repair tools like stone axes and hammers.",,,,
"powerAttackTip_title","","Popup Tip","","Power Attack",,,,
"skillPointTip","","Popup Tip","EnChanged","ВЫ ЗАРАБОТАЛИ «ОЧКО НАВЫКА». ДЛЯ ТОГО, ЧТОБЫ ПОТРАТИТЬ ЕГО, ОТКРОЙТЕ ВАШ ИНВЕНТАРЬ И ПЕРЕЙДИТЕ В МЕНЮ «НАВЫКИ», ЗАТЕМ ВЫДЕЛИТЕ НУЖНЫЙ НАВЫК И ПРИОБРЕТИТЕ ЕГО.",,,,
"skillPointTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","РАСПРЕДЕЛЕНИЕ ОЧКОВ НАВЫКА",,,,
"solarBankTip","","Popup Tip","","The Solar Bank allows you to power your electrical components. It requires at least one solar cell, expandable up to six. The maximum energy output is determined by the number of solar cells installed and their quality. Solar banks produce power during th",,,,
"solarBankTip_title","","Popup Tip","","Solar Bank",,,,
"survivalTip","","Popup Tip","","Your current health is displayed in red and max health is grey. Damaged health or your max health cap is displayed in black.\n\nEat food or use medicine to restore health. Use bandages or med kits to restore your max health cap.\n\nYour current stamina is",,,,
"survivalTip_title","","Popup Tip","New","Survival",,,,
"tableSawTip","","Popup Tip","New","Use the table saw to unlock and craft a multitude of cosmetic recipes to customize and decorate your base. ",,,,
"tableSawTip_title","","Popup Tip","New","Table Saw",,,,
"traderTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ТОРГОВЦЫ МОГУТ БЫТЬ НАЙДЕНЫ ПО ВСЕМУ МИРУ В ПОСЕЛЕНИЯХ «БЕЛАЯ РЕКА», ПОМЕЧЕННЫХ ФЛАГОМ И ВЫВЕСКОЙ «ДЖОЭЛ ТРЭЙТОР». ПРЕДМЕТЫ МОГУТ БЫТЬ КУПЛЕНЫ И ПРОДАНЫ ЗА МОНЕТЫ «ГЕРЦОГ». ВЫ МОЖЕТЕ ПОСМОТРЕТЬ ВАШ КАПИТАЛ В ПРАВОМ ВЕРХНЕМ УГЛУ ИНВЕНТАРЯ. ТОРГОВЦЫ ПЕРИ",,,,
"traderTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ТОРГОВЦЫ",,,,
"treasureMapTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КАРТЫ СОКРОВИЩ МОГУТ ПРИВЕСТИ К ТАЙНИКАМ, СОДЕРЖАЩИМ ХОРОШУЮ ДОБЫЧУ. ЕСЛИ ВЫ ПРОЧИТАЛИ И ПРИНЯЛИ ЗАДАНИЕ КАРТЫ СОКРОВИЩ, ОНО БУДЕТ ОТМЕЧНО НА ВАШИХ КОМПАСЕ И КАРТЕ ИКОНКОЙ СОКРОВИЩ. СЛЕДИТЕ ЗА ЭТОЙ ИКОНКОЙ, ОНА НАЧНЁТ МИГАТЬ, КОГДА ВЫ ПРИБЛИЗИТЕСЬ ДОСТ",,,,
"treasureMapTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","КАРТЫ СОКРОВИЩ",,,,
"triggerDelayDurationTip","","Popup Tip","","If you have a triggering component such as a trigger plate, motion sensor or trip wire you can customize the way it triggers. Open it and you will see control options to manipulate Delay and Duration with a variety of options under each setting. Power dur",,,,
"triggerDelayDurationTip_title","","Popup Tip","","Trigger Delay and Duration",,,,
"tutorialTipQuest01","","Popup Tip","KgNone","ДОРОГОЙ ДРУГ, ПУСТОШЬ МОЖЕТ БЫТЬ БЕСПОЩАДНЫМ МЕСТОМ, И ПОХОЖЕ, ЧТО ВАМ МОЖЕТ ПРИГОДИТЬСЯ ЛЮБАЯ ПОМОЩЬ. ЭТО КРАТКОЕ РУКОВОДСТВО ПОМОЖЕТ ВАМ ВЫЖИТЬ. ЕСЛИ ВЫ ЗАВЕРШИТЕ ЕГО, МЫ МОГЛИ БЫ ВЗЯТЬ ВАС В НОВЫЙ ШТАТ. ПОСЕЛЕНИЕ «БЕЛАЯ РЕКА», ОНО СУЩЕСТВУЕТ И БЕЗО",,,,
"tutorialTipQuest01_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","НАЧАЛО: ОСНОВЫ ВЫЖИВАНИЯ",,,,
"tutorialTipQuest01Console","","Popup Tip","KeyCon KgNone","You've discovered a mysterious note. Read it by pressing {0} while the note is equipped or by using the read action when examining the note.",,,,
"tutorialTipQuest02","","Popup Tip","KgNone","ОСНОВЫ ВЫЖИВАНИЯ - ВАШЕ АКТИВНОЕ ЗАДАНИЕ. СТАТУС ЗАДАНИЯ ОТОБРАЖАЕТСЯ В «ОБОЗРЕВАТЕЛЕ ЦЕЛЕЙ», НАХОДЯЩЕМСЯ В ПРАВОЙ ВЕРХНЕЙ ЧАСТИ ЭКРАНА. ДЛЯ ПОЛУЧЕНИЯ ДОПОЛНИТЕЛЬНОЙ ИНФОРМАЦИИ ПО ЗАДАНИЯМ ОТКРОЙТЕ ВАШ ИНВЕНТАРЬ И ПЕРЕЙДИТЕ В МЕНЮ «ЗАДАНИЯ».",,,,
"tutorialTipQuest02_button_console","","Popup Tip","KeyCon KgNone","Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests access your Inventory {0} and navigate to the Quests menu {1}.",,,,
"tutorialTipQuest02_console","","Popup Tip","KeyCon KgNone","Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests, access your Inventory and navigate to the Quests menu.",,,,
"tutorialTipQuest02_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ОБОЗРЕВАТЕЛЬ ЗАДАНИЯ",,,,
"tutorialTipQuest03_button_console","","Popup Tip","EnChanged","You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory {0} and navigate to the Skills menu {1}, then highlight the desired Skill or Perk and Purchase {2} it.",,,,
"tutorialTipQuest03_console","","Popup Tip","KeyCon EnChanged","You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory and navigating to the Skills menu, then highlight the desired Skill or Perk and purchase it.",,,,
"vendingMachineTip","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","СУЩЕСТВУЕТ ТРИ ТИПА ТОРГОВЫХ АВТОМАТОВ: АВТОМАТЫ ПО ПРОДАЖЕ НАПИТКОВ МОЖНО НАЙТИ В МАГАЗИНАХ, АРЕНДУЕМЫЕ ТОРГОВЫЕ АВТОМАТЫ - В ПОСЕЛЕНИЯХ ТОРГОВЦЕВ, А ПРИНАДЛЕЖАЩИЕ ИГРОКУ ТОРГОВЫЕ АВТОМАТЫ МОГУТ БЫТЬ ПРИОБРЕТЕНЫ ТОЛЬКО У ТОРГОВЦЕВ В ИХ ЗАНАЧКЕ. ВСЕ ТО",,,,
"vendingMachineTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ТОРГОВЫЕ АВТОМАТЫ",,,,
"waterTip","","Popup Tip","EnChanged","ВЫ МОЖЕТЕ ПИТЬ ВОДУ ИЗ РЕК И ОЗЁР ГОЛЫМИ РУКАМИ, ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ. БУДЬТЕ ОСТОРОЖНЫ, ЭТА ВОДА ЗАГРЯЗНЕНА, И ВЫ РИСКУЕТЕ ЗАРАЗИТЬСЯ ДИЗЕНТЕРИЕЙ. ЛУЧШЕ ПРОКИПЯТИТЬ ВОДУ, КОТОРУЮ МОЖНО НАБРАТЬ В ПУСТУЮ КОНСЕРВУ ИЛИ БУТЫЛКУ ИЗ ВОДОЁМА,",,,,
"waterTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ВОДА",,,,
"workbenchTip","","Popup Tip","EnChanged","ВЕРСТАК НЕ ТОЛЬКО СОДЕРЖИТ ВСЕ РЕЦЕПТЫ РЮКЗАКА, НО ТАКЖЕ ДАЁТ ДОСТУП К ИЗГОТОВЛЕНИЮ БОЛЬШЕГО КОЛИЧСТВА ПРЕДМЕТОВ. ВЫ МОЖЕТЕ ВЫСТАВИТЬ ОЧЕРЕДЬ И УЙТИ, ОСТАВЛЯЯ СВОЮ ОСНОВНУЮ ОЧЕРЕДЬ ДЛЯ ИЗГОТОВЛЕНИЯ СВОБОДНОЙ ДЛЯ ИСПОЛЬЗОВАНИЯ. ВЫ ТАКЖЕ МОЖЕТЕ ОБЪЕДИНЯТ",,,,
"workbenchTip_title","","Popup Tip","KeyTrunk FrNone GrNone KgNone SpNone","ВЕРСТАК",,,,
"quest_BasicSurvival","","Quest Info","KgNone","ОСНОВЫ ВЫЖИВАНИЯ",,,,
"quest_BasicSurvival_offer","","Quest Info","KeyCon KgNone","Дорогой друг, ПУСТОШЬ МОЖЕТ БЫТЬ БЕСПОЩАДНЫМ МЕСТОМ, И ПОХОЖЕ, ЧТО ВАМ МОЖЕТ ПРИГОДИТЬСЯ ЛЮБАЯ ПОМОЩЬ. ЭТО КРАТКОЕ РУКОВОДСТВО ПОМОЖЕТ ВАМ ВЫЖИТЬ. ЕСЛИ ВЫ ЗАВЕРШИТЕ ЕГО, МЫ МОГЛИ БЫ ВЗЯТЬ ВАС В НОВЫЙ ШТАТ. ПОСЕЛЕНИЕ «БЕЛАЯ РЕКА», ОНО СУЩЕСТВУЕТ И БЕЗОП",,,,
"quest_BasicSurvival1","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 1/8",,,,
"quest_BasicSurvival1_description","","Quest Info","Reordered","СДЕЛАЙТЕ СПАЛЬНЫЙ МЕШОК, СОБИРАЯ РАСТИТЕЛЬНЫЕ ВОЛОКНА. ПОСЛЕ ТОГО, КАК СОБЕРЁТЕ ВСЕ ИНГРЕДИЕНТЫ, ОТКРОЙТЕ ИНВЕНТАРЬ, ПЕРЕЙДИТЕ В РАЗДЕЛ «ОСНОВНОЕ», ВЫБЕРИТЕ РЕЦЕПТ И НАЖМИТЕ КНОПКУ «СДЕЛАТЬ». РАЗМЕСТИТЕ СПАЛЬНЫЙ МЕШОК В УДОБНОМ ДЛЯ ВАС МЕСТЕ, ПРЕДВАРИТ",,,,
"quest_BasicSurvival1_description_button_console","","Quest Info","KeyCon KgNone","Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather ingredients by Attacking {0} grass, stone, or wood objects. You can also gather small stones by looking at them and using Pickup {1}. \n\nOnce you have the ingredients, ",,,,
"quest_BasicSurvival1_description_console","","Quest Info","KeyCon KgNone","Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather the ingredients by attacking grass, stone, or wood objects. You can also pick up small stones by looking at them and using the Pickup action. \n\nOnce you have the ingre",,,,
"quest_BasicSurvival1_subtitle","","Quest Info","Reordered","СДЕЛАТЬ СПАЛЬНЫЙ МЕШОК",,,,
"quest_BasicSurvival2","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 2/8",,,,
"quest_BasicSurvival2_description","","Quest Info","Reordered","ИЗГОТОВЛЕНИЕ КАМЕННОГО ТОПОРА ПОМОЖЕТ ВАМ ЗАЩИЩАТЬСЯ И СОБИРАТЬ ИНГРЕДИЕНТЫ ДЛЯ РЕМЕСЛА. СОБЕРИТЕ ИНГРЕДИЕНТЫ, УДАРЯЯ ПО ТРАВЕ, КАМНЮ ИЛИ ДЕРЕВЯННЫМ ОБЪЕКТАМ. ВЫ ТАКЖЕ МОЖЕТЕ ПОДОБРАТЬ МАЛЕНЬКИЕ КАМНИ, СМОТРЯ НА НИХ И С ПОМОЩЬЮ ДЕЙСТВИЯ «ВЗЯТЬ». ПОСЛЕ ",,,,
"quest_BasicSurvival2_description_button_console","","Quest Info","KeyCon KgNone","Craft plant fiber clothing to protect you from damage and keep you warm in cold weather. Gather ingredients by Attacking {0} grass and small plants. \n\nOnce you have the ingredients, access the Inventory {1} and Select {2} the Clothing category of the Cr",,,,
"quest_BasicSurvival2_description_console","","Quest Info","KeyCon KgNone","Craft plant fiber clothing to protect you from damage and keep you warm in cold weather. Gather plant fibers by attacking grass and small plants. \n\nOnce you have the ingredients, access the Inventory and locate the Clothing category of the Crafting wind",,,,
"quest_BasicSurvival2_subtitle","","Quest Info","Reordered","СДЕЛАТЬ КАМЕННЫЙ ТОПОР",,,,
"quest_BasicSurvival3","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 3/8",,,,
"quest_BasicSurvival3_description","","Quest Info","Reordered","ИЗГОТОВЬТЕ ОДЕЖДУ ИЗ ВОЛОКОН, ЧТОБЫ ЗАЩИТИТЬ СЕБЯ ОТ ПОВРЕЖДЕНИЙ И ОСТАВАТЬСЯ СОГРЕТЫМ В ХОЛОДНУЮ ПОГОДУ. СОБЕРИТЕ РАСТИТЕЛЬНЫЕ ВОЛОКНА, УДАРЯЯ ПО ТРАВЕ И НЕБОЛЬШИМ РАСТЕНИЯМ. ПОСЛЕ ТОГО, КАК СОБЕРЁТЕ ВСЕ ИНГРЕДИЕНТЫ, ОТКРОЙТЕ ИНВЕНТАРЬ И ПЕРЕЙДИТЕ В Р",,,,
"quest_BasicSurvival3_description_button_console","","Quest Info","KeyCon KgNone","To put on your plant fiber clothing, access the Inventory {0}, Select {1} an article of clothing and Wear {2} it. \n\nAccess the Character menu {3} to see the insulation and defense your worn clothing provides in the top left of the Character window.",,,,
"quest_BasicSurvival3_description_console","","Quest Info","KeyCon KgNone","To wear your plant fiber clothing, access the Inventory and select an article of clothing, then select Wear in the Action window. \n\nOnce dressed, access the Character menu to see the insulation and defense your worn clothing provides in the top left of ",,,,
"quest_BasicSurvival3_subtitle","","Quest Info","Reordered","СДЕЛАТЬ ОДЕЖДУ ИЗ ВОЛОКОН",,,,
"quest_BasicSurvival4","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 4/8",,,,
"quest_BasicSurvival4_description","","Quest Info","Reordered","To wear your plant fiber clothing, access the Inventory and select an article of clothing, then select Wear in the Action window. Once dressed, access the Character menu to see the insulation and defense your worn clothing provides in the top left of t",,,,
"quest_BasicSurvival4_description_button_console","","Quest Info","KeyCon KgNone","Gather wood by Attacking {0} trees or bushes. \n\nOnce you have the ingredients, access the Inventory {1} and Select {2} Wooden Club in the Basics category of the Crafting window. Craft {3} a Wooden Club.",,,,
"quest_BasicSurvival4_description_console","","Quest Info","KeyCon KgNone","Gather wood by attacking trees or bushes. \n\nOnce you have the ingredients, access the Inventory and locate Wooden Club in the Basics category of the Crafting window. Craft a Wooden Club.",,,,
"quest_BasicSurvival4_subtitle","","Quest Info","Reordered","НАДЕТЬ ОДЕЖДУ ИЗ ВОЛОКОН",,,,
"quest_BasicSurvival5","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 5/8",,,,
"quest_BasicSurvival5_description","","Quest Info","Reordered","СОБЕРИТЕ ДРЕВЕСИНУ, УДАРЯЯ ПО ДЕРЕВЬЯМ ИЛИ КУСТАМПОСЛЕ ТОГО, КАК СОБЕРЁТЕ ВСЕ ИНГРЕДИЕНТЫ, ОТКРОЙТЕ ИНВЕНТАРЬ И НАЙДИТЕ ДЕРЕВЯННУЮ ДУБИНУ В РАЗДЕЛЕ «ОСНОВНОЕ» ОКНА «РЕМЕСЛО». СДЕЛАЙТЕ ДЕРЕВЯННУЮ ДУБИНУ.",,,,
"quest_BasicSurvival5_description_button_console","","Quest Info","KeyCon KgNone","Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Select {0} and Craft {1",,,,
