"Key","Source","Context","Changes","English"
"cntLootGroupDesc","blocks","Container","New","Hit me!"
"cntLootTools","blocks","Container","New","Test Tool Loot"
"cntLootToolsInsecure","blocks","Container","New","Test Tool Loot"
"cntLootWeapons","blocks","Container","New","Test Weapon Loot"
"cntLootWeaponsInsecure","blocks","Container","New","Test Weapon Loot"
"cntMailbox","blocks","Container","KgNone","Mailbox"
"cntMailBox01","blocks","Container","KgNone","Mail Box"
"cntMailBox02","blocks","Container","KgNone","Mail Box"
"cntMailBox03","blocks","Container","KgNone","Mail Box"
"cntMailboxDesc","blocks","Container","KgNone","If anyone was left to send you mail you would be able to receive it!"
"cntMedicineCabinet","blocks","Container","KgNone","Medicine Cabinet"
"cntMedicineCabinetFaucetOpen","blocks","Container","KgNone","Medicine Cabinet"
"cntMedicineCabinetFaucetClosed","blocks","Container","KgNone","Medicine Cabinet, Closed"
"cntMedicineCabinetFaucetRandomLootHelper","blocks","Container","KgNone","= Medicine Cabinet, Faucet = Random Helper"
"cntMedicineCabinetOpen","blocks","Container","KgNone","Medicine Cabinet"
"cntMedicineCabinetClosed","blocks","Container","KgNone","Medicine Cabinet, Closed"
"cntMedicineCabinetClosedRandomLootHelper","blocks","Container","KgNone","= Medicine Cabinet = Random Helper"
"cntMetalDesk02Closed","blocks","Container","KgNone","Iron Desk"
"cntMetalDesk02Open","blocks","Container","New","Iron Desk, Open"
"cntMetalDesk02RandomLootHelper","blocks","Container","New","= Metal Desk = Random Helper"
"cntMicrowaveOvenVer1Closed","blocks","Container","New","Microwave"
"cntMorticianDrawer","blocks","Container","New","Mortician's Drawer"
"cntMountainManStorageChest","blocks","Container","KgNone","Mountain Man Chest"
"cntMunitionsBox","blocks","Container","KgNone","Munitions Box"
"cntNightstandClosed","blocks","Container","New","Night Stand"
"cntNightstandOpen","blocks","Container","New","Night Stand (Open)"
"cntNightstandRandomLootHelper","blocks","Container","New","= Night Stand = Random Helper"
"cntPaintingPictureSafeRandomLootHelper","blocks","Container","New","= Painting Wall Safe = Random Helper"
"cntGenericRandomLootHelperDesc","blocks","Container","New","Will randomly spawn (65%) an open and (35%) a closed and lootable variant."
"cntPaintingPictureSafeRandomLootHelperDesc","blocks","Container","New","Will spawn a random painting. When destroyed, will randomly spawn (25%) Wall Safes and (75%) an air block. Do not leave an empty space behind it."
"cntPillCase","blocks","Container","KgNone","Pill Case"
"cntPurse01","blocks","Container","KgNone","Purse"
"cntQuestRandomLootHelper","blocks","Container","New","= Quest Loot = Random Helper"
"cntQuestRandomLootHelperDesc","blocks","Container","New","Will normally spawn a random backpack. If the POI is reset for a quest, this will be a possible quest loot location."
"cntQuestTestLoot","blocks","Container","New","Prefab Test Loot"
"cntRetroFridgeVer1Closed","blocks","Container","New","Retro Refrigerator"
"cntRetroFridgeVer2Open","blocks","Container","New","Retro Refrigerator, Open"
"cntSecureStorageChest","blocks","Container","KgNone","Secure Storage Chest"
"cntSecureStorageChestDesc","blocks","Container","KgNone","Press & hold [activate] to lock it or set a combination."
"cntShippingCrateBookstore","blocks","Container","New","Crack-A-Book Sealed Shipping Crate"
"cntShippingCrateCarParts","blocks","Container","New","Pass-N-Gas Sealed Shipping Crate"
"cntShippingCrateCarPartsDesc","blocks","Container","New","CREATIVE: Minibike parts and parts likely shipped to a car garage."
"cntShippingCrateConstructionSupplies","blocks","Container","New","= Construction Shipping Crate = Random Helper"
"cntShippingCrateGroupDesc","blocks","Container","New","CREATIVE: A shipping crate containing... something."
"cntShippingCrateHero","blocks","Container","New","Sealed Shipping Crate"
"cntShippingCrateLabEquipment","blocks","Container","New","Pop-N-Pills Sealed Shipping Crate"
"cntShippingCrateShamway","blocks","Container","KeyChanged EnChanged","Shamway Sealed Shipping Crate"
"cntShippingCrateShotgunMessiah","blocks","Container","KeyChanged EnChanged","Shotgun Messiah Sealed Shipping Crate"
"cntShippingCrateWorkingStiffs","blocks","Container","KeyChanged EnChanged","Working Stiff Sealed Shipping Crate"
"cntShoppingBasket","blocks","Container","KgNone","Shopping Basket"
"cntShoppingCart","blocks","Container","KgNone","Shopping Cart"
"cntShoppingCartRandomLootHelper","blocks","Container","New","= Shopping Cart = Random Helper"
"cntShoppingCartRandomLootHelperDesc","blocks","Container","New","Will randomly spawn (75%) an empty shopping cart or (25%) a full/lootable one."
"cntSportsBag01","blocks","Container","KgNone","Rotting Sports Bag"
"cntSportsBag02","blocks","Container","KgNone","Weathered Sports Bag"
"cntStorageChest","blocks","Container","KgNone","Storage Chest"
"cntStorageGeneric","blocks","Container","New","Storage Box"
"cntStorageGenericInsecure","blocks","Container","New","Storage Box"
"cntStorageGenericPOI","blocks","Container","New","Storage Box"
"cntStoreCratesRandomLootHelper","blocks","Container","New","= Store Crate = Random Helper"
"cntStoreCratesRandomLootHelperDesc","blocks","Container","New","Can spawn a:  Shamway, Shotgun Messiah, Working Stiff Crate"
"cntStoveOldRandomLootHelper","blocks","Container","New","= Old Stove = Random Helper"
"cntStoveOldRandomLootHelperDesc","blocks","Container","New","Will randomly spawn (60%) closed and lootable old stove and (40%) an open one."
"cntStoveOldVer1Closed","blocks","Container","New","Old Stove"
"cntStoveOldVer2Open","blocks","Container","New","Old Stove, Open"
"cntStreetRandomLootHelper","blocks","Container","New","= Street Loot = Random Helper"
"cntSuitcase","blocks","Container","KgNone","Suitcase"
"cntLuggageMediumOpen","blocks","Container","New","Luggage, open"
"cntLuggageMediumClosed","blocks","Container","New","Luggage"
"cntLuggageMediumRandomLootHelper","blocks","Container","New","= Luggage Medium = Random Helper"
"cntLuggageBigOpen","blocks","Container","New","Luggage, open"
"cntLuggageBigClosed","blocks","Container","New","Luggage"
"cntLuggageBigRandomLootHelper","blocks","Container","New","= Luggage Big = Random Helper"
"cntLuggagePileAOpen","blocks","Container","New","Luggage, open"
"cntLuggagePileAClosed","blocks","Container","New","Luggage"
"cntLuggagePileARandomLootHelper","blocks","Container","New","= Luggage Pile A = Random Helper"
"cntLuggagePileBOpen","blocks","Container","New","Luggage, open"
"cntLuggagePileBClosed","blocks","Container","New","Luggage"
"cntLuggagePileBRandomLootHelper","blocks","Container","New","= Luggage Pile B = Random Helper"
"cntToilet01","blocks","Container","KgNone","Toilet"
"cntToilet02","blocks","Container","KgNone","Fancy Toilet"
"cntToilet03","blocks","Container","KgNone","Commercial Toilet"
"cntToolsAndForgeRandomLootHelper","blocks","Container","New","= Tools / Forge = Random Helper"
"cntToolsAndForgeRandomLootHelperDesc","blocks","Container","New","Can spawn a:  Working Stiff Crate, Garage Cardboard box, Generatorbank, Forge"
"cntTrash_can01","blocks","Container","KgNone","Trash Can"
"cntTrashCompactor","blocks","Container","New","Trash Compactor"
"cntTrashPile01","blocks","Container","KgNone","Trash Pile"
"cntTrashPile02","blocks","Container","KgNone","Pile of Garbage"
"cntTrashPile03","blocks","Container","KgNone","Mound of Garbage"
"cntTrashPile04","blocks","Container","KgNone","Abandoned Rubbish"
"cntTrashPile05","blocks","Container","KgNone","Rotting Trash"
"cntTrashPile06","blocks","Container","KgNone","Spoiled Trash"
"cntTrashPile07","blocks","Container","KgNone","Garbage Pile"
"cntTrashPile08","blocks","Container","KgNone","Foul Trash"
"cntTrashPile09","blocks","Container","KgNone","Old Trash"
"cntVendingMachine","blocks","Container","New","Player Vending Machine"
"cntVendingMachine2","blocks","Container","New","Vending Machine"
"cntVendingMachine2Broken","blocks","Container","New","Broken Vending Machine"
"cntVendingMachine2RandomLootHelper","blocks","Container","New","= Vending Machine = Random Helper"
"cntVendingMachine2RandomLootHelperDesc","blocks","Container","New","Will randomly spawn a (mostly) damaged and (rare) working vending machine."
"cntVendingMachineGroupDesc","blocks","Container","New","Buy goods at vending machines with Duke coins or get your own to sell goods."
"cntVendingMachineTrader","blocks","Container","New","Vending Machine Rental"
"cntWallOven","blocks","Container","KgNone","Wall Oven"
"cntWallSafe","blocks","Container","KgNone","Wall Safe"
"cntWallSafeBrewery","blocks","Container","New","Brew Master's Safe"
"cntWallSafeBreweryInsecure","blocks","Container","New","Brew Master's Safe"
"cntWallSafeInsecure","blocks","Container","KgNone","Wall Safe"
"cntWallSafeRandomLootHelper","blocks","Container","New","= Wall Safe = Random Helper"
"cntWallSafeRandomLootHelperDesc","blocks","Container","New","Will randomly spawn (25%) Wall Safes and (75%) an air block."
"cntWallSafeShamway","blocks","Container","New","Shamway Manager's Safe"
"cntWallSafeShamwayInsecure","blocks","Container","New","Shamway Manager's Safe"
"cntWashingMachine","blocks","Container","New","Washing Machine"
"cntWastelandRandomLootHelper","blocks","Container","New","= Wasteland Loot = Random Helper"
"cntWaterCoolerBottle","blocks","Container","New","Water Cooler Bottle"
"cntWaterCoolerFull","blocks","Container","New","Water Cooler"
"cntWeaponsBagLarge","blocks","Container","New","Weapons Bag"
"cntWeaponsBagSmall","blocks","Container","New","Weapons Bag"
"cntAmmoPileSmall","blocks","Container","New","Ammo Pile, Small"
"cntAmmoPileMedium","blocks","Container","New","Ammo Pile, Medium"
"cntAmmoPileLarge","blocks","Container","New","Ammo Pile, Large"
"cntAmmoPileGroupDesc","blocks","Container","New","Ammo pile that self-destructs after looting"
"cntWoodDesk01Closed","blocks","Container","KgNone","Wooden Desk"
"cntWoodDesk01Open","blocks","Container","New","Wooden Desk, Open"
"cntWoodDesk01RandomLootHelper","blocks","Container","New","= Wood Desk = Random Helper"
"cntWorkbenchBustedRandomLootHelper","blocks","Container","New","= Destroyed Workbench = Random Helper"
"cntWorkbenchBustedRandomLootHelperDesc","blocks","Container","New","Can spawn a workbench.  10% chance for a working one."
"cntWorkstationsBustedRandomLootHelper","blocks","Container","New","= Destroyed Workstation = Random Helper"
"cntWorkstationsBustedRandomLootHelperDesc","blocks","Container","New","Can spawn a:  forge, workbench, chemistryStation, cementMixer.  10% chance for a working one."
"cntWorkstationsRandomLootHelper","blocks","Container","New","= Workstation = Random Helper"
"cntWorkstationsRandomLootHelperDesc","blocks","Container","New","Can spawn a working:  forge, workbench, chemistryStation, cementMixer"
"cntYardRandomLootHelper","blocks","Container","New","= Yard Loot = Random Helper"
"cntStorageGenericDesc","blocks","Container","EnChanged","A very large lockable crate that can be painted with a paint brush. Press & hold [activate] to lock it or set a combination."
"paintingPictureRandomHelper","blocks","Container","New","= Painting = Random Helper"
"randomLootSpawnerDesc","blocks","Container","New","CREATIVE: Placed in a prefab this will spawn a random block / loot container based on the list in loot.xml."
"refrigeratorGroupDesc","blocks","Container","KgNone","If food would ever spoil then it would be a good idea to keep it in here."
"treasureChest","blocks","Container","KgNone","Treasure Chest"
"treeRandomHelperGroupDesc","blocks","Container","New","Will spawn a biome-appropriate tree when placed."
"treeStump","blocks","Container","KgNone","Tree Stump"
"autoTurret","blocks","Electricity","New","Auto Turret"
"autoTurretDesc","blocks","Electricity","New","A motion sensing bullet hose. No really, this thing eats ammunition."
"autoTurretSteelCased","blocks","Electricity","New","Auto Turret, Steel"
"batterybank","blocks","Electricity","New","Battery Bank"
"bladeTrap","blocks","Electricity","New","Blade Trap"
"bladeTrapDesc","blocks","Electricity","New","Used to chop up zombies into many pieces. Just add zombies and stir."
"ceilingLight01_player","blocks","Electricity","New","Simple Light"
"ceilingLight02_player","blocks","Electricity","New","Silver Dome Light"
"ceilingLight07_player","blocks","Electricity","New","Fluorescent Light"
"dartTrap","blocks","Electricity","New","Dart Trap"
"dartTrapDesc","blocks","Electricity","New","Launches metal darts when powered."
"electricfencepost","blocks","Electricity","New","Electric Fence Post"
"electricfencepostDesc","blocks","Electricity","New","Wire up 2 or more of these and shock your enemies."
"electrictimerrelay","blocks","Electricity","New","Electric Timer Relay"
"electrictimerrelayDesc","blocks","Electricity","New","Wire up one of these to trigger events based on time of day."
"electricwirerelay","blocks","Electricity","New","Electric Wire Relay"
"electricwirerelayDesc","blocks","Electricity","New","Used to connect and extend wires between electrical components."
"flamethrowerTrap","blocks","Electricity","New","Flamethrower Trap"
"flamethrowerTrapDesc","blocks","Electricity","New","Sets things on fire when powered."
"generatorbank","blocks","Electricity","New","Generator Bank"
"industrialLight01_player","blocks","Electricity","New","Industrial Light"
"motionsensor","blocks","Electricity","New","Motion Sensor"
"motionsensorDesc","blocks","Electricity","New","Used to trigger electrical events when motion is detected."
"porchLight01_player","blocks","Electricity","New","Old Outdoor Light"
"powerSourceDesc","blocks","Electricity","New","Used to generate power for your electrical components. See Journal Tip for more info."
"pressureplate","blocks","Electricity","New","Trigger Plate 1x1"
"pressureplateDesc","blocks","Electricity","New","Used to trigger electrical events when stepped on."
"pressureplateLong","blocks","Electricity","New","Trigger Plate 1x5"
"shotgunTurret","blocks","Electricity","New","Shotgun Turret"
"shotgunTurretDesc","blocks","Electricity","New","A motion sensing shotgun turret. What more needs to be said?"
"solarbank","blocks","Electricity","New","Solar Bank"
"speaker","blocks","Electricity","New","Speaker"
"speakerDesc","blocks","Electricity","New","Makes an alarm sound when powered on."
"switch","blocks","Electricity","New","Switch"
"switchDesc","blocks","Electricity","New","Used to trigger electrical events when activated."
"tripwirepost","blocks","Electricity","New","Trip Wire Post"
"tripwirepostDesc","blocks","Electricity","New","Wire up 2 or more of these to trigger electrical events."
"wallLight01_player","blocks","Electricity","New","Warehouse Outdoor Light"
"mushroom01","blocks","Farming","EnChanged","Mushrooms 01 (POI)"
"mushroom01Desc","blocks","Farming","KgNone","Mushrooms"
"mushroom02","blocks","Farming","EnChanged","Mushrooms 02 (POI)"
"mushroomSeed","blocks","Farming","New","Mushroom Spores (Seed)"
"plantedAloe1","blocks","Farming","New","Aloe Vera (Seed)"
"plantedAloe1Desc","blocks","Farming","New","Plant aloe vera seeds in fertile dirt to grow aloe vera plants."
"plantedAloe2","blocks","Farming","New","Aloe Vera (Growing)"
"plantedAloe3Harvest","blocks","Farming","New","Aloe Vera Plant 3 (POI)"
"plantedAloe3HarvestDesc","blocks","Farming","KgNone","Aloe Vera Plant"
"plantedAloe3HarvestPlayerDesc","blocks","Farming","KgNone","Aloe Vera Plant"
"plantedBlueberry1","blocks","Farming","New","Blueberry (Seed)"
"plantedBlueberry1Desc","blocks","Farming","KgNone","Plant blueberry seeds in fertile dirt to grow blueberry plants."
"plantedBlueberry2","blocks","Farming","New","Blueberry (Growing)"
"plantedBlueberry3Harvest","blocks","Farming","New","Blueberry Plant 3 (POI)"
"plantedBlueberry3HarvestDesc","blocks","Farming","EnChanged","Blueberry Plant"
"plantedBlueberry3HarvestPlayerDesc","blocks","Farming","EnChanged","Blueberry Plant"
"plantedChrysanthemum1","blocks","Farming","New","Chrysanthemum (Seed)"
"plantedChrysanthemum1Desc","blocks","Farming","New","Plant chrysanthemum seeds in fertile dirt to grow chrysanthemum plants."
"plantedChrysanthemum2","blocks","Farming","New","Chrysanthemum (Growing)"
"plantedChrysanthemum3Harvest","blocks","Farming","New","Chrysanthemum 3 (POI)"
"plantedChrysanthemum3HarvestDesc","blocks","Farming","KgNone","Chrysanthemum"
"plantedChrysanthemum3HarvestPlayerDesc","blocks","Farming","KgNone","Chrysanthemum"
"plantedCoffee1","blocks","Farming","New","Coffee (Seed)"
"plantedCoffee1Desc","blocks","Farming","New","Plant the seeds in fertile dirt to grow coffee plants."
"plantedCoffee2","blocks","Farming","New","Coffee (Growing)"
"plantedCoffee3Harvest","blocks","Farming","New","Coffee Plant 3 (POI)"
"plantedCoffee3HarvestDesc","blocks","Farming","EnChanged","Coffee Plant"
"plantedCoffee3HarvestPlayerDesc","blocks","Farming","EnChanged","Coffee Plant"
"plantedCorn1","blocks","Farming","New","Corn (Seed)"
"plantedCorn1Desc","blocks","Farming","KgNone","Plant corn seeds in fertile dirt to grow corn and get corn fed."
"plantedCorn2","blocks","Farming","New","Corn (Growing)"
"plantedCorn2Deco","blocks","Farming","New","Corn Plant 2 (POI)"
"plantedCorn2DecoDesc","blocks","Farming","EnChanged","Corn Plant"
"plantedCorn3Harvest","blocks","Farming","New","Corn Plant 3 (POI)"
"plantedCorn3HarvestDesc","blocks","Farming","EnChanged","Corn Plant"
"plantedCorn3HarvestPlayerDesc","blocks","Farming","EnChanged","Corn Plant"
"plantedCornDead","blocks","Farming","New","Planted Corn, Dead (POI)"
"plantedCornDeadDesc","blocks","Farming","New","Dead Corn Plant"
"plantedCotton1","blocks","Farming","New","Cotton (Seed)"
"plantedCotton1Desc","blocks","Farming","KgNone","Cotton seeds can be planted in dirt to grow cotton."
"plantedCotton2","blocks","Farming","New","Cotton (Growing)"
"plantedCotton3Harvest","blocks","Farming","New","Cotton 3 (POI)"
"plantedCotton3HarvestDesc","blocks","Farming","KgNone","Cotton Plant"
"plantedCotton3HarvestPlayerDesc","blocks","Farming","KgNone","Cotton Plant"
"plantedGoldenrod1","blocks","Farming","New","Goldenrod (Seed)"
"plantedGoldenrod1Desc","blocks","Farming","KgNone","Plant these seeds in fertile dirt to grow goldenrod flowers which can be harvested to make tea."
"plantedGoldenrod2","blocks","Farming","New","Goldenrod (Growing)"
"plantedGoldenrod3Harvest","blocks","Farming","New","Goldenrod Flower 3 (POI)"
"plantedGoldenrod3HarvestDesc","blocks","Farming","KgNone","Goldenrod Flower"
"plantedGoldenrod3HarvestPlayerDesc","blocks","Farming","KgNone","Goldenrod Flower"
"plantedGraceCorn1","blocks","Farming","New","Super Corn (Seed)"
"plantedGraceCorn2","blocks","Farming","New","Super Corn (Growing)"
"plantedGraceCorn3Harvest","blocks","Farming","New","Super Corn 3 (POI)"
"plantedGraceCorn3HarvestDesc","blocks","Farming","New","Super Corn"
"plantedGraceCorn3HarvestPlayerDesc","blocks","Farming","New","Super Corn"
"plantedHop1","blocks","Farming","New","Hop (Seed)"
"plantedHop1Desc","blocks","Farming","New","Plant hop seeds in fertilized dirt to grow hop plants."
"plantedHop2","blocks","Farming","New","Hop (Growing)"
"plantedHop3Harvest","blocks","Farming","New","Hop Plant 3 (POI)"
"plantedHop3HarvestDesc","blocks","Farming","New","Hop Plant"
"plantedHop3HarvestPlayerDesc","blocks","Farming","New","Hop Plant"
"plantedMushroom1","blocks","Farming","New","Mushroom Spores (Seed)"
"plantedMushroom1Desc","blocks","Farming","New","Mushroom spores can be planted on ground with a bare minimum of fertility and will grow without light."
"plantedMushroom2","blocks","Farming","New","Mushrooms (Growing)"
"plantedMushroom3Harvest","blocks","Farming","New","Mushrooms 3 (POI)"
"plantedMushroom3HarvestDesc","blocks","Farming","New","Mushrooms"
"plantedMushroom3HarvestPlayerDesc","blocks","Farming","New","Mushrooms"
"plantedPotato1","blocks","Farming","New","Potato (Seed)"
"plantedPotato1Desc","blocks","Farming","KgNone","Plant potato tubers - seeds in layman terms - in fertile dirt to grow potato plants."
"plantedPotato2","blocks","Farming","New","Potato (Growing)"
"plantedPotato3Harvest","blocks","Farming","New","Potato Plant 3 (POI)"
"plantedPotato3HarvestDesc","blocks","Farming","KgNone","Potato Plant"
"plantedPotato3HarvestPlayerDesc","blocks","Farming","KgNone","Potato Plant"
"plantedSnowberry1","blocks","Farming","New","Snowberry (Seed)"
"plantedSnowberry2","blocks","Farming","New","Snowberry (Growing)"
"plantedSnowberry3Harvest","blocks","Farming","New","Snowberry Plant 3 (POI)"
"plantedSnowberry3HarvestDesc","blocks","Farming","New","Snowberry Plant"
"plantedSnowberry3HarvestPlayerDesc","blocks","Farming","New","Snowberry Plant"
"plantedYucca1","blocks","Farming","New","Yucca (Seed)"
"plantedYucca1Desc","blocks","Farming","New","Plant yucca seeds in fertile dirt to grow yucca plants."
"plantedYucca2","blocks","Farming","New","Yucca (Growing)"
"plantedYucca3Harvest","blocks","Farming","New","Yucca Plant 3 (POI)"
"plantedYucca3HarvestDesc","blocks","Farming","KgNone","Yucca Plant"
"plantedYucca3HarvestPlayerDesc","blocks","Farming","KgNone","Yucca Plant"
"snowberry3Harvest","blocks","Farming","New","Snowberry Plant 3 (POI)"
"snowberry3HarvestDesc","blocks","Farming","New","Snowberry Plant"
"treePlantedMaple1mDesc","blocks","Farming","EnChanged KgNone","Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground."
"treePlantedMountainPine1mDesc","blocks","Farming","EnChanged KgNone","Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground."
"treePlantedWinterPine1mDesc","blocks","Farming","EnChanged KgNone","Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground."
"qstFuseBox","blocks","Quest","New","Fuse Box"
"qstFuseBoxDesc","blocks","Quest","New","This is the target block for repair/activate quests."
"blockcommand_close","blocks","Radial","New","Close"
"blockcommand_edit","blocks","Radial","New","Edit"
"blockcommand_keypad","blocks","Radial","New","Enter code"
"blockcommand_light","blocks","Radial","New","Switch on/off"
"blockcommand_lock","blocks","Radial","New","Lock"
"blockcommand_open","blocks","Radial","New","Open"
"blockcommand_options","blocks","Radial","New","Options"
"blockcommand_owner","blocks","Radial","New","??"
"blockcommand_pickup","blocks","Radial","New","Pickup"
"blockcommand_Search","blocks","Radial","New","Search"
"blockcommand_take","blocks","Radial","New","Take"
"blockcommand_trade","blocks","Radial","New","Trade"
"blockcommand_unlock","blocks","Radial","New","Unlock"
"playerSignWood1x1","blocks","Sign","New","Wooden Sign 1m"
"playerSignWood1x3","blocks","Sign","New","Wooden Sign 3m"
"playerSignWood2x5","blocks","Sign","New","Wooden Sign 5m"
"signCampFish","blocks","Sign","KgNone","Camping & Fishing"
"signCamping","blocks","Sign","KgNone","Camping"
"signInfoCenter","blocks","Sign","KgNone","Information Center"
"signNationalPark","blocks","Sign","KgNone","Navezgane National Park"
"signNoHazardousWaste","blocks","Sign","KgNone","No Hazardous Waste"
"signRoadPrivate","blocks","Sign","KgNone","Sign Road Private"
"signRoadRoughSurface","blocks","Sign","KgNone","Sign Road Rough Surface"
"signRoadSlow","blocks","Sign","KgNone","Sign Road Slow"
"signRoadSpeed25","blocks","Sign","KgNone","Sign Road Speed 25"
"signRoadSpeed25noTrucks","blocks","Sign","KgNone","Sign Road Speed 25, no Trucks"
"signRoadSpeed35","blocks","Sign","KgNone","Sign Road Speed 35"
"signRoadSpeed45","blocks","Sign","KgNone","Sign Road Speed 45"
"signRoadSpeed55","blocks","Sign","KgNone","Sign Road Speed 55"
"signRoadSpeed65","blocks","Sign","KgNone","Sign Road Speed 65"
"signRoadStop","blocks","Sign","KgNone","Sign Road Stop"
"signRoadStop4way","blocks","Sign","KgNone","Sign Road Stop 4way"
"signRoadWork","blocks","Sign","KgNone","Road Work Ahead"
"signSchoolZone","blocks","Sign","KgNone","School Zone"
"signShopBookStore","blocks","Sign","KgNone","Sign Shop Book Store"
"signShopBookStoreLarge","blocks","Sign","KgNone","Sign Shop Book Store Large"
"signShopBookStoreLargeLit","blocks","Sign","GrChanged","Sign Shop Book Store Large Lit"
"signShopBookStoreLargeWall","blocks","Sign","GrChanged","Sign Shop Book Store Large Wall"
"signShopBookStoreLargeWallLit","blocks","Sign","GrChanged","Sign Shop Book Store Large Wall Lit"
"signShopBookStoreLit","blocks","Sign","GrChanged","Sign Shop Book Store Lit"
"signShopBookStoreWall","blocks","Sign","GrChanged","Sign Shop Book Store Wall"
"signShopBookStoreWallLit","blocks","Sign","GrChanged","Sign Shop Book Store Wall Lit"
"signShopColdBeer","blocks","Sign","EnChanged KgNone","Sign (C)old Beer"
"signShopGas","blocks","Sign","KgNone","Sign Shop Gas"
"signShopGasLarge","blocks","Sign","KgNone","Sign Shop Gas Large"
"signShopGasLargeLit","blocks","Sign","GrChanged","Sign Shop Gas Large Lit"
"signShopGasLargeWall","blocks","Sign","GrChanged","Sign Shop Gas Large Wall"
"signShopGasLargeWallLit","blocks","Sign","GrChanged","Sign Shop Gas Large Wall Lit"
"signShopGasLit","blocks","Sign","GrChanged","Sign Shop Gas Lit"
"signShopGasWall","blocks","Sign","GrChanged","Sign Shop Gas Wall"
"signShopGasWallLit","blocks","Sign","GrChanged","Sign Shop Gas Wall Lit"
"signShopGrocery","blocks","Sign","KgNone","Sign Shop Grocery"
"signShopGroceryLarge","blocks","Sign","KgNone","Sign Shop Grocery Large"
"signShopGroceryLargeLit","blocks","Sign","GrChanged","Sign Shop Grocery Large Lit"
"signShopGroceryLargeWall","blocks","Sign","GrChanged","Sign Shop Grocery Large Wall"
"signShopGroceryLargeWallLit","blocks","Sign","GrChanged","Sign Shop Grocery Large Wall Lit"
"signShopGroceryLit","blocks","Sign","GrChanged","Sign Shop Grocery Lit"
"signShopGroceryWall","blocks","Sign","GrChanged","Sign Shop Grocery Wall"
"signShopGroceryWallLit","blocks","Sign","GrChanged","Sign Shop Grocery Wall Lit"
"signShopGunStore","blocks","Sign","KgNone","Sign Shop Gun Store"
"signShopGunStoreLarge","blocks","Sign","KgNone","Sign Shop Gun Store Large"
"signShopGunStoreLargeLit","blocks","Sign","GrChanged","Sign Shop Gun Store Large Lit"
"signShopGunStoreLargeWall","blocks","Sign","GrChanged","Sign Shop Gun Store Large Wall"
"signShopGunStoreLargeWallLit","blocks","Sign","GrChanged","Sign Shop Gun Store Large Wall Lit"
"signShopGunStoreLit","blocks","Sign","GrChanged","Sign Shop Gun Store Lit"
"signShopGunStoreWall","blocks","Sign","GrChanged","Sign Shop Gun Store Wall"
"signShopGunStoreWallLit","blocks","Sign","GrChanged","Sign Shop Gun Store Wall Lit"
"signShopOpen","blocks","Sign","New","Shop Sign: Open"
"signShopPharmacy","blocks","Sign","KgNone","Sign Shop Pharmacy"
"signShopPharmacyLarge","blocks","Sign","KgNone","Sign Shop Pharmacy Large"
"signShopPharmacyLargeLit","blocks","Sign","GrChanged","Sign Shop Pharmacy Large Lit"
"signShopPharmacyLargeWall","blocks","Sign","GrChanged","Sign Shop Pharmacy Large Wall"
"signShopPharmacyLargeWallLit","blocks","Sign","GrChanged","Sign Shop Pharmacy Large Wall Lit"
"signShopPharmacyLit","blocks","Sign","GrChanged","Sign Shop Pharmacy Lit"
"signShopPharmacyWall","blocks","Sign","GrChanged","Sign Shop Pharmacy Wall"
"signShopPharmacyWallLit","blocks","Sign","GrChanged","Sign Shop Pharmacy Wall Lit"
"signShopToolStore","blocks","Sign","KgNone","Sign Shop Tool Store"
"signShopToolStoreLarge","blocks","Sign","KgNone","Sign Shop Tool Store Large"
"signShopToolStoreLargeLit","blocks","Sign","GrChanged","Sign Shop Tool Store Large Lit"
"signShopToolStoreLargeWall","blocks","Sign","GrChanged","Sign Shop Tool Store Large Wall"
"signShopToolStoreLargeWallLit","blocks","Sign","GrChanged","Sign Shop Tool Store Large Wall Lit"
"signShopToolStoreLit","blocks","Sign","GrChanged","Sign Shop Tool Store Lit"
"signShopToolStoreWall","blocks","Sign","GrChanged","Sign Shop Tool Store Wall"
"signShopToolStoreWallLit","blocks","Sign","GrChanged","Sign Shop Tool Store Wall Lit"
"signShopTraderJoel1x3Wall","blocks","Sign","New","Trader Joel Sign 3x1m"
"signShopTraderJoel2x5Wall","blocks","Sign","New","Trader Joel Sign 2x5m"
"signSpillwayLake","blocks","Sign","KgNone","Sign Spillway Lake"
"signYardSign01","blocks","Sign","New","Yard Sign: Condemned"
"sleeperAnimalDesc","blocks","SleeperSpawn","New","Animal sleepers are very specific. They randomly 'use up' a spawn of the assigned group but the spawned animal type is exactly what you place."
"sleeperBack","blocks","SleeperSpawn","New","Sleeper Back"
"sleeperBearAnimal","blocks","SleeperSpawn","New","Sleeper Bear (alive)"
"sleeperBoarAnimal","blocks","SleeperSpawn","New","Sleeper Boar (alive)"
"sleeperGraceAnimal","blocks","SleeperSpawn","New","Sleeper Grace (alive)"
"sleeperGroupDesc","blocks","SleeperSpawn","New","XS 1-2, S 3-4, M 5-6, L 7-8, XL 9-10 spawns. Abandoned: 1, 35% empty"
"sleeperIdle","blocks","SleeperSpawn","New","Sleeper Idle"
"sleeperSideLeft","blocks","SleeperSpawn","New","Sleeper Left Side"
